,review,sentiment
11,our expected view of the canal was more a glimpse but as the staff had been so helpful in getting us into our suite really early i did not mind the room was beautifully appointed and furnished we found ourselves sleeping much longer than usual due to a combination of the peace and quiet of the hotel the blackout curtains and the superbly comfortable bed service was exceptional from all staff members particularly paul thomas and margeurite breakfast offers a wide is an historic hotel and its location is superb as we could walk to most attractions amsterdam in summer is very crowded and busy but all this disappears as you turn off the street to the haven of the courtyard and the hotel buildings,1
12,minutes for checking no respect of platinum member profit room dirty and old bathroom of and all of that for eur but the most terrible part is this hotel are not clean will not come back,0
13,the location is close to everything the service was excellent everyone was friendly and extremely helpful the breakfast was great full breakfast with a huge selection they make anything you request our room was five stars amazing one of the best rooms we ever stayed in and we travel a lot i would highly recommend this also took the tour of the hotel and learned a lot about the history of the hotel,1
14,we loved our large room with wonderfully comfortable bed with cotton sheets and a nice canal view the front staff bellmen concierge desk at this hotel is wonderful and very well trained the restaurant staff needs a lot of work and training there seemed to be no training or supervision at all when we were there and it seemed the food was sent out of the kitchen without a chef checking it out for example three people at our table ordered the same dish and the inconsistency was remarkable but not in a good way the location of this hotel is fantastic right in the heart of everything and so much fun walking or biking around any time of day or night the pool and steam room were a nice treat during all our travels as well it would have been even nicer had there been a spray bottle of eucalyptus in the steam room maybe next time hope to stay here again,1
15,love this hotel staff is top notch professional and warm our room was love the big tub with a to watch although did work who cares the tub was divine great service delicious european breakfast my one complaint is the less formal dining room has food the waiters and waitresses are great but the food was although they are kind and accommodate special requests which i appreciated special dietary needs and they have a low calorie option menu,1
16,this hotel is truly located almost dead center in old amsterdam a minute walk to the anne frank museum minute walk to the rijksmuseum the breakfast buffet is one of the best i have dined in the omelettes superb the staff was the best it could be the concierges were very friendly and quite helpful the receptionists were also very friendly pleasant and smiles smiles from all the staff really help my thanks to the morning staff in the bridges restaurant for starting my day off right,1
17,i have never stayed at a hotel with friendlier staff who were more eager to help especially the concierge staff they were very patient always with good advise very beautiful facility in walking distance from many destinations in central amsterdam we upgraded to have breakfast included which was one of the best i can remember anywhere our bedroom had too many different lights and light switches to figure out and my coffee maker did seem to work right but overall because of the staff i give this place stars without hesitation,1
18,had a great stay at the sofitel the grand in amsterdam it well located a stone throw from dam square that is the heart of the city not far away from the central train station amsterdam central but if you carrying a mid size piece of luggage it advisable to take the tram or bus the service is impeccable and the breakfast is the best i ever had this hotel is highly recommended,1
19,reception professional staff warm welcome welcome drink accompaniment to the clean so confortable bed huge tv wifi in the room turn down servicebest breakfast ever i barely saw such a variety and quality and healthy food on a hotel buffet breakfast you also have a lot of choice included in the breakfast service is ok,1
20,best star hotel i have staid in many many years the rooms are nice and modern the ambience was welcoming warm and professional the biggest asset however is the staff starting from the night shift to the breakfast crew all the way to the bar tender everybody is extremely down to earth friendly helpful and competent the location is very central rent a bike from the hotel and explore the city i can highly recommend this hotel,1
21,the grand sofitel is truly regal very nicely maintained in that era that many of us can not find anywhere other than in these preserved hotel classic rooms are too tiny and do cause discomfort if used for double mention the excellent service of mr luca at the bridges fine dinning efficient front desk and tarnish is a public open defecating loo right outside the grand entrance of the hotel the council should remove it it sends a stink all around that area and the excreta is sometimes visible from the street it is a shame on the amsterdam council for having left is unattended and open it looks so very ugly,1
22,i just returned home from an absolutely sensational stay the staff were lovely efficient welcoming and gracious we were upgraded to a phenomenal suite with butler service plenty of space and creative daily snacks the breakfast buffet was wonderful and the location was perfect it was extremely close to the most sites and within a very short walking distance from just about anywhere worth going in amsterdam the courtyard at the front entrance provides an area of tranquility comfort and security i could not possibly recommend this hotel with greater enthusiasm and it is the only hotel that i would consider staying in at my next visit to amsterdam,1
23,well located charming entrance up scale service canal view room well appointed but noisey saturday night canal traffic terrific breakfast buffet customer service and front desk were very polite and attentive,1
24,sofitel grand is very well located it is minutes walk to the dam square the staff was very polite and courteous i was given an early check in at am which was a great gesture the room itself was quite big and mention to the concierge for helping me out with all my requests highly recommended for a stay in amsterdam,1
25,brought my family for a second trip to amsterdam and to stay at the sofitel grand i love the staff the amenities and the location great breakfast best michelin restaurant and terrific rooms you will love it,1
26,this is a stunningly beautiful property with well appointed and spacious rooms we stayed in a one bedroom suite that was very spacious fully renovated overlooked the canal and was very quiet the bathrooms even had towel warmers it is in a large historic building where queen beatrix was actually married it is an absolute must stay in if you are in amsterdam and looking for luxury and superior service we had the pleasure of being greeted and accommodated by a well trained guest services manager roel backus who extended himself graciously to my family and especially to my daughter to ensure that our stay was perfect which is was the buffet breakfast is a must try even if you are not staying at the hotel the variety is plentiful and quality is very high there is even a nicely sized swimming pool steam room and sauna which is unusual in european hotels but added an extra level of privilege and relaxation yes it is expensive but it is well worth the price you will pay from top to bottom and i highly recommmend a stay here a special thank you for roel for taking care of us and making us feel welcome at his property we hope to have the privilege of returning here some day,1
27,a great restaurant a great bar great concierge wonderful staffhad booked a double room with my wife when we got there the mamanger gave us a suite at no extra was incredible felt really central in the midst of the city with bars cafes and the special coffee shops,1
28,chic lobby and lovely outdoor space in back of hotel staff was outstanding brought me a complimentary coffee as i waited for my room to be ready and provided a range of restaurant recommendations outstanding location on the prinsengracht canal just a minute walk to the anne frank house,1
29,my husband and i drove to amsterdam from germany for a day trip but decided to stay the night so we booked a room at the andaz on short notice and was very pleased we also stayed at the andaz in san diego but the amsterdam location is much more magical with the beautiful lights and an enchanting garden the bed was extremely comfy and the staff was very accommodating we will definitely stay there again,1
30,we have just completed nights at the andaz and found it to be spectacular on every level the interior design comfort of the rooms and buffet breakfasts were all outstanding but what truly put the experience over the top was the incredible customer service every andaz employee we encountered went out of their way to be polite and helpful and meet our every need sera was the first person to greet us when we arrived and continued to serve us impeccably throughout our visit patricio calvin and patrick were all friendly and gracious as well as was everyone else at the andaz whose names we did learn we loved our stay in amsterdam and look forward to another stay at the andaz next time we visit,1
31,loved this hotel boutique feel with great service and beautiful decor they have a wonderful restaurant and bikes you can borrow to cruise around the rooms are well laid out with everything you need would definitely visit again,1
32,andaz is beautiful modern hotel by the prinsengracht service here was exceptionally warm and you can only love the staff complimentary bikes are quite close to russian tanks heavy and can take small nuclear bomb but they work well and unless you are planning to have tour de france they are good enough sauna is also had a room with a canal view and it was simply fantastic mini bar could have been bit colder just my personal preferences,1
33,staff are so warm and caring place is a work of art and in the absolute best location so happy i discovered it vibe they have created is elegant but so comfortable and cozy i would ever want to stay somewhere else,1
34,never seen a hyatt run hotel like this one alice in wonderland with a sexy dark edge very artsy with glamorous chandeliers stylized chairs and sofas and eclectic art i loved it but it wo be everyone cup of tea not my parents sort of hotel the staff are great and the cookies and coffee at reception were welcomed the gym is adequate a couple treadmills a stationary bike an elliptical machine dumbells and a weight machine it clean and nice with stylishly painted walls but pretty cramped free bottles of flat and sparkling water and apples at the entrance add to a spa ambiance hotel has free bikes but they were gone when we wanted to use them,1
35,a really lovely quirky place with great service and a lovely breakfast quite pricey but they often do deals well designed quite eccentric and the rooms are perfect very cleverly laid out it in a great position hard to fault and genuine value for money considering the quality,1
36,this is a very comfortable ultra modern buzzy hotel we were greeted by very friendly professional staff upon arrival and this continued during our stay soft drinks and snacks are available free of charge and wine is served in the library from pm every day very pretty garden spacious bedroom comfortable bed and pillows but the design of the bathroom did not do it for us robes and slippers supplied excellent buffet breakfast could not better the central location being within walking distance of most attractions very pleasant sitting in the bar at dusk watching the boats go by on the canal,1
37,as soon as you walk in this hotel you are treated like you are supposed to excellent service rooms are comfy and hotel has a great location room was good size for yes bathroom is not separated from bed with a door or wall but that called creativity different modern this hotel is elegant yet hipster fancy i found it to have great location went walking everywhere even at night breakfast is worth it great service too never seen a complete team to be able to work together and provide excellent customer service you dont see this in any other hotel i do recommend this hotel,1
38,outstanding really this is one of the best hotels we have ever been too since the check in we both felt really welcomed manuel and all the staff were very kind our room with canal view was more than we expected plus the garden and bar were also one of a kind the hotel is a complete experience i just hope i can be back again soon,1
39,we stayed at the andaz hotel as we wanted to be in central amsterdam the location is fantastic people were very helpful rooms are small but so well designed they do seem small everything is modern and clean definitely would stay here again when visiting amsterdam,1
41,modern hotel and very beautiful stylish decor very good restaurant open kitchen with excellent quality modern rooms but not very practical for those who travel with children only negative is the reception that counts on the official to check in check out help with the bags need officials for these functions,1
42,if you want a fabulous amsterdam hotel on a beautiful canal with excellent service and accommodation you will be very pleased with the andaz we have been to amsterdam a number of times and have enjoyed each visit but the location and ambience of this hotel are very special between the atmosphere of the jordaan district the nine shopping streets and with a short walk to the old center of the city you could not ask for a better location wonderful buffet breakfast free wine in the library an incredible open concept bar lounge serving carefully made cocktails and comfortable although somewhat quirky rooms not a problem and a very helpful group of young staffers should put this property on the top of your list,1
43,amazing design former public library which has been transformed into a star hotel in the heart of amsterdam overlooking the canal i love the creativity of the design which defines this hotel on the practical side staff are stars in the helpfulness and friendliness ranking rooms are not very large but large enough to accommodate my yoga mat and swinging hands around shower is amazing toiletries are all luxurious balenciaga,1
44,this is an average of two stays once in december and one recently in july in december everything was perfect we were truly impressed for a great christmas stay when the hotel was fairly empty the design location perks and happy hour comfort and service were exploring the garden is a must the above were true this month except for service as this visit had a few issues we requested early based on an early flight but it ended up being late day the other things were anything to do with room service took extraordinarily long and housekeeping could have done a better job of cleaning under the bed from a previous guest all of these might be explained by the hotel being fully booked and especially busy and the front desk was appropriately apologetic when notified upon checkout we would stay again but would hope it is more consistent for a five star hotel,1
45,great hotel beautiful surroundings comfortable beds extremely friendly staff free happy hour free mini bar for snacks in the room free bottled water no other hotel offers these great recommend this highly,1
46,great hotel hip hyatt we stay here when in amstrdam have connecting rooms with kids breakfast is fantastic buffet but a classy and serious buffet although the wait is sometimes too long for the coffee order think housekeeping can also be more proactive in putting new soap we stay at least a week when we are in amsterdam shampoo and cleaning up empty bottles etc if the hotel sends up for example a piece of and you take one bite they will leave it in your room for days so housekeeping needs a bit more attention and please please please do turn off my air conditioning by taking out the room key from the electrical trigger thingie i hate coming back to my room and having to wait two hours before the temperature is back to where i want it,1
47,we were guests at the andaz the first week in july the first thing we noticed is that there is no obvious front desk you instead find a comfortable couch and are greeted by one of the hosts and are checked in from where you are seated the property is very well taken care of and the rooms are spacious and modern the staff is most helpful friendly and do go out of their way to be sure your stay is as perfect as possible i recommend this lovely hotel,1
48,a cross between allison wonderland and some famous dutch architect and artist turned into one of the coolest hotels we ever stayed in from the moment we walked in we were greeted extremely kind leave by the front desk team and as our rooms were quite ready we walked over to the bar and the bar will likely become one of the top in the world next year in my opinion all members of the staff go out of their way to do anything they can to make your stay more enjoyable more comfortable and more fun without question this will be the only place we stay in amsterdam going forward,1
49,very nice hotel fell in love at first sight such a great atmosphere and amazing design inspired by alice the wonderland food was very good too would recommend staying in the hotel as well as coming for aperitivo very cool,1
50,i recently stayed at the hoxton during a celebratory trip to amsterdam with my boyfriend from the very beginning of our stay the staff made everything special we arrived at the hotel waayyy before and the man at the desk offered us bottles of water and a friendly conversation considering this was our first real contact with someone in this country he made us optimistic about what we were to experience they were able to watch our bags as we set out for the day when we checked in later on they made the process smooth and quick our room was incredible a roomy canal view on the third floor and they even left us balloons for our celebration our view was wonderful and made our vacation really meaningful one thing i might suggest planning ahead for is the breakfast bag my boyfriend could eat the yogurt so all he had for breakfast was orange juice and a small banana for some it would be perfect but we needed to find some other options overall a wonderful experience would absolutely stay again,1
52,we loved it super friendly people location is min walking to everywhere they provide snacks fresh orange juice min free international calls each day and free bottled water we took two rooms one was ok size the other one was small our room seemed to be beside the room house keeping which was noisy,1
53,when we return to amsterdam we will certainly book a room in the hoxton again thanks for the service all the tips and tricks and above all thanks for your kind help with the wheelchair this was a rocking amsterdam on wheels truus hannah belgium,1
54,i love the london hoxton to meet up with friends this time we met in amsterdam in the lobby with great interior déco the atmosphere is good the staff is very attentive but i miss the extra excellence of the london branch for dutch standards it above par,1
55,i do think we ever had a better check in before at any hotel even at fancier hotels at check in the attendant offered tips on his favorite restaurants in town the cool spots to he marked a map for us that we used all weekend even though we been to amsterdam many times before but the leads gave us great intel into the city as it is at the front desk was extremely helpful and friendly throughout the entire weekend and to top it off they left a note and dutch cookies in our son room welcoming him back to his birth city i must have mentioned it over the phone because i was trying to get a specific set of rooms and online they were sold vibe of the hotel is very cool and reminds us of the ace hotel from our home town style and amenities are on point hour mini bar at the front desk free calls overseas wifi bagged breakfast to go hanging outside your room in the morning they had a dj both nights we were there and the bar was a great place to be however the sound did carry at all so sleeping was would absolutely recommend staying at the hoxton and will plan to stay there when we fly through amsterdam again in a few months,1
56,we stayed for nights in early july overall the hotel has a hip vibe and is clean and very had breakfast in the restaurant and it was fine the front desk staff was attentive and careful what you ask for my wife wanted a tub so we requested the tubbie room one of the only rooms with a tub it is on the top floor in the back building and requires a flight of stairs to get to once you are out of the elevator inside the room there is a very small entry that is dark and the light switch is hard to find and another very narrow spiral staircase up to the attic where the room is so no matter what you have flights of stairs to get to this room in the room there are several beams going across it at a height of less than if you are that tall you will have to duck several times when walking across the room the tv is obstructed by those is no closet or dresser only an open structure with of pole space and a couple of hangers there is no place to put suitcases the lighting in the room is door to the bathroom is translucent and unfortunately the toilet is right beside the door so anyone in the room has a full if cloudy view of whoever is on the toilet and what they are doing the bathtub is a claw foot type and is out,1
57,i stayed in many hotels in amsterdam and nothing come close to the hoxton the staff are amazing the rooms are amazing and the location is just perfect the last time i stayed the food was good but nothing to write home about i decided to eat there for lunch and was pleasantly surprised to discover that they had upped their culinary game i went for the baby octopus which was incredible and recommended to me by mindy who was rad and made sure i was left feeling like a billy whilst eating on my own the stroopwaffles left on my desk in my room was a real touch ca wait to go back,1
58,it was our first time staying at the hoxton hotel and what a fantastic hotel nothing was too much for them staff were all very helpful and efficient especially stephanie on reception we ca wait to return,1
59,we chose the hoxton mainly for the location which meant we could walk everywhere we had a top floor roomy room for nights with fantastic canal views with a very nice shower and a comfortable bed but i suppose overall the room was quite basic the interior style was very much along the lines of soho house a basic room and the pig chains with fewer frills and nothing wrong with that our only real negative was that our roomy room wasn t particularly roomy as we were in the eaves we had restricted head height on one side of the bed which became a bit annoying after a while overall though this hotel has a very happy and relaxed vibe with a sense of fun you can t fail to have a nice time in amsterdam using this as a base and we d definitely be very happy to return,1
60,we had a nice room that looked over the canal spacious could use a dresser but it did really matter the staff was excellent especially dominique at the front desk she steered us in the right direction for food and local who took care of a lot of the dining room service was also stellar the food was very good especially the bitterballen the bar stayed open late and had a very nice vibe the clientele were very cool and well mannered to you could walk anywhere within minutes time,1
61,stayed here for three nights with family of four and absolutely loved the hoxton we had a canal view room and our teenagers had a twin both rooms seemed positively huge compared to similar priced places we had stayed in rome and paris and the fittings fixtures and decor were more five star than many actual five star hotels i have stayed in the attention to detail is amazing with beautiful linen and towels excellent roomy bathrooms and very stylish decor location is great just an easy walk from central station and right in amongst great places to eat and shop saving the best til last the staff were amazing genuinely friendly and helpful stephanie who checked us in was so welcoming and of the top end hotel operators need to come and stay here and learn about real hospitality i can not recommend the hoxton highly enough one of if not the best hotels i have stayed anywhere in the world,1
62,we loved everything about this hotel but have to give a special shout out to evelien who took so much time and care preparing a list of wonderful suggestions for us we were the couple heading to iceland i have never experienced better service in a hotel our room was perfect and the location of the hotel could not have been better little touches like the complementary bottled water were much appreciated,1
63,oh the hoxton how i will miss you this was a wonderful hotel experience how you might ask maybe it all began with which was quick and efficient we had an early and the room was ready and then lovely room a large and tastefully decorated room with massive floor to ceiling windows overlooking the herengracht canal and romantic century burghers homes across the way this has to be the best room in the hotel with both the bedroom and gloriously large bathroom overlooking the canal and with a small juliet balcony off of the bedroom the king bed was firmly comfortable and covered in luxurious white cotton sheets the room has which is important in the humid summertime and a flat screen tv if you like that sort of thing bag breakfasts arrive at your door with yogurt and bananas in the morning and there is coffee in the room but the part that makes it special a pint of fresh milk for your coffee why does every hotel do this there is also unlimited bottled flat and sparkling water again every hotel should do this downstairs there is a fun and lively bar and restaurant with reasonable prices that seemed to be a hot spot for hanging out the hotel location is also fantastic not far from the trams and shopping oh i almost forgot they have four free bicycles available for their guests to use ilovethehoxton minor complaints to get to room you get off of the,1
64,we stayed here for my graduation trip and dominique who helped us check in not only spent time giving us suggestions and information about amsterdam she also left me a mug and a sweet hand written postcard in my room to congratulate me the entire staff was very friendly the atmosphere in the hotel was great and it is located in a great location right on one of the canals we would definitely stay here again,1
65,imagine you are on a destination amsterdam consisting of only the groom best man for days we did and chose the hoxton as our hotel recommended by the groom himself who had stayed there before this is a hotel review i just keep it at that a few days before we arrived i sent an email to the hotel requesting the groom be given special outstanding service and a few bits and bobs for the groom including a plate of curry and chips which i felt were symbols of some of the unique quirky aspects that reflected our year friendship evelien was the first to respond and did so with such genuine enthusiasm that i got an immediate insight to the warm hospitable culture there the email correspondences from the various rostered staff afterwards carried on the attitude from evelien so when we arrived and the groom sauntered into his hotel room there waiting for him were the curry chips sitting on a tray and piping hot with the other items which had been arranged between the hoxton and i we were blown away and the groom was treated like a king for the duration of our to the hoxton team evelien micha yorinda karim lennart diego you are a credit to your hotel we will remember our stay with you for decades to come so if you are looking for a hotel with a fantastic central location with a cool buzzy vibe funky decor with quirky detailing friendly and,1
66,we arrived to the hotel very early and the receptionist still tried to get us a room although she could they were very helpful in taking our bags and recommending places for us to visit she really went out of her way to help which was a great start to our trip we had the smaller of the rooms but found that there was plenty of room for us it was very clean and put together excellently the hotel bar and restaurant were also very nice not the cheapest but good value for the quality you get,1
67,the hoxton has just the right blend of shoreditch cool mixed with friendly knowledgable staff i would definitely stay here rooms are a little bit eclectic but brilliantly thought out the only negative if i had one is that i find the hoxton brand menus a little bit short and controversial but overall i love this joint,1
68,on first arriving you ca miss the general and continuous buzz of hotel guests lounging eating drinking talking and generally enjoying the public areas of the hotel artsy and funky this gem is right in the canal district centrally located they are very concerned about your comfort and offer extras like a breakfast bag you put your bag on your door and in the morning they provided basics like a banana oj yogurt and granola we had a canal view room and really enjoyed our stay it definitely has a shabby chic and super hip vibe,1
69,loved the hoxton and was very much looking forward to our stay there very hip with all the amenities great staff and service and in a great part of town would highly recommend based on issues regarding check in though that wasted about mins on arrival trying to find our reservation and was only compensated with drink it was extremely stressful to go through that process and repeat ourselves to levels of top of that we came back to our room one day to find it open major concerns regarding security as anyone could walked in and stolen something,1
70,everything about this hotel is just lovely great staff great location food and the room defiantly worth upgrading to a canal view it really sets the amsterdam mood love the breakfast bags in the mornings and the bar makes the best cocktails especially their old fashion it our second stay and definitely not our last,1
71,i met a girlfriend and her daughter here for a birthday weekend for the year old and we all enjoyed our stay immensely the hoxton was recommended by some friends of theirs and with no expectations i was thoroughly impressed by this hotel and had a wonderful stay we had room between the of us and both were completely happy with the rooms we had the staff was helpful and friendly they were very knowledgeable as well they helped up book a few things and ensured we knew how to get to the places we were going the staff in the bar was friendly as well the rooms were clean and both my friend and i had canal views that were just gorgeous the bed was comfortable the bathroom was big enough to maneuver in and the room was spacious enough to manage in even though listed as cozy it felt spacious i need to mention the view again totally worth ensuring you get a canal view the breakfast options and delivery to the door as well as the water and mils sticked in the fridge are nice touches that we really appreciated we are still talking about our stay weeks later and how much we loved this hotel and get back to amsterdam i will be staying here,1
72,enjoyed the location and helpful staff the hotel was within walking distance to everything and very trendy restaurant food was delicious and the bar was a popular area to hang out front desk staff shared many helpful tips and recommendations,1
73,recommended by a friend we spent four nights at the hoxton the staff is superb everyone is friendly and helpful and full of great recommendations for restaurants and things to do around town the location is in the canal section of town and second to none in terms of centrality and the ability to walk wherever you had breakfast at the hotel restaurant our first morning and like most other meals in amsterdam it was perfectly cooked plated and presented by a great wait staff the room we had faces the canal and though small has everything you need as well as an incredibly comfortable bed i having a hard time thinking of a negative aspect to this hotel but if there is i say the ac in the room could be more consistent some nights it was great other nights not so good aside from that this is a terrific place to stay when in amsterdam and we would definitely stay here again if we return,1
74,we loved this hotel it had a cool vibe with an artistic edge the staff was helpful our room was very nice they have a very nice bar area and good food it was in a great location walking distance from most attractions like ann frank museum,1
76,my husband and i stayed here for four nights and will definitely be returning on our next trip to amsterdam aside from the fabulous location on a beautiful canal within walking distance of all the major sights the hoxton anticipates all a traveler needs comfort good cheer cleanliness strong wifi quiet rooms and a quick breakfast delivered to your door to jumpstart your morning free cold water botttles as you going out the door for the day and an worth of free phone usage international as well are the frosting on the cake although there a lot going on downstairs in the evenings we never were disturbed by noise upstairs a special shoutout to michaela sp at the front desk who was so helpful and friendly we already looking forward to our next stay at the hox,1
77,a really lovely hotel in central amsterdam just fat enough from red light area easy walk to all museums and loads of bars and staff are all helpful and enthusiastic the rooms are modern clean and very comfortable the novel breakfast bag was a really nice idea and allowed a relaxed start to the day we did decide to have the cooked breakfast in the restaurant one morning and the food was excellent the only reason i have given top marks is that they forgot my croissant but i do hold it against them they are human we went to the beach on our last day a short train trip and we worth it the bars on the beach are fabulous makes uk seaside look very with grown up kids and partners to celebrate husband birthday and had a top weekend,1
78,i really enjoyed staying at this hotel the staff is very helpful and food served at the restaurant is very nice and i had the chance to taste cocktails made at the bar the frosé is delicious i highly recommend this place,1
79,what a great find in the heart of downtown amsterdam this hotel is quite old but has been done up marvellously into a chic and hip building we stayed in the cheapest twin room which was affectionately called the shoebox room by the lady who checked us in yes it is small but we never felt cramped or like we needed more space the bathroom is actually really big with a good shower the beds were comfy and the tv was a good size with a range of channels to pick from the walk to the dam and red light district is about mins while a walk to centraal station is mins a cute little breakfast bag was delivered to our door each morning with a delicious granola yoghurt banana and orange juice the staff are super friendly and spoke perfect english we loved our stay here and would highly recommend,1
80,very nice cute hotel with great location guys from reception desk karim and valentina are amazing so nice and friendly room is not big but stylish and pleasant service is good so very nice choice to stay here,1
81,we stayed in the hoxton amsterdam from july thru july the hotel is clean modern and comfortable the one caveat being that the cozy rooms are very small indeed we had requested a quiet room and early check in and got both the staff were extremely friendly and helpful a special thank you to william who was at the front desk early on a sunday morning when my wife became very ill and we needed advice on medical care he told us our options then at our request called a cab told the cabby where to take us and we were whisked off to a wonderful modern hospital where my wife received excellent care at a reasonable price later that evening hours later to be precise william was still on duty and noticed us dining in the hotel dining room he sent over complimentary drinks since as the waiter put it we had had a rough day then he came over to chat and asked us how we were doing service with a warm human touch thank you william the hotel restaurant and bar are great by the way with the bar known locally for its innovative cocktails the one thing to be aware of is that the cozy rooms are a tight fit for two people still this is central amsterdam right on one of the main canals within easy walking distance of dam square so you have to expect some all in all a wonderful hotel with outstanding,1
82,this fantastic hotel is an excellent spot to stay in amsterdam the staff is very friendly and went above and beyond to be helpful and welcoming our room was very trendy and they even provide a little breakfast yogurt banana fresh juice to your room each morning the attached restaurant was bustling in the evening and had a great vibe we would return in a heartbeat,1
83,i stayed at this hotel several times over the years it a fun hotel with a perfect location for tourists close to the action but without being directly in the madness that is central if you want that only walk a few blocks the streets area where it located is quiet but has many shops and dining opportunities and the location on a canal is i return to this hotel because of all this the friendly staff and frankly it a bargain compared to the high prices in amsterdam thanks for another nice stay,1
84,i paid a lot for my room i was happy to do this because i value soon discovered that this hotel lacked service average rooms poor breakfasts i cringe when i think about wasting a night on a bad nights sleep the staff the service the attitude all that of a lower priced you get a good deal go for it if you paying over you can do better,0
85,really the hoxton is like the person i want to marry thoughtful beautiful smart anticipating of my needs fun to be around we only have known each other for four nights but i think it could work out seriously it like someone interviewed me and designed a space around my preferences retro energetic and staffed with thoughtful staff i recommend the hoxton to any adult traveller seems less ideal for families valentina was an enthusiastic and informative front desk attendant a among of hip attentive staff the bar area has a bit of a buzz and and prepared cocktails it kind of reminded me of a trendy nyc boutique hotel without all the attitude that often comes with that in amsterdam over a four night stay the hoxton was located in an ideal location that felt intimate and was a close walk to all the large tourist areas the streets around it are like postcards for amsterdam recommended without reservation until i make my next one,1
