,predlabel,trueLabel,indexLocat,review,classification
13,1,0,229,very expensive for such an old fashioned place after paying as much money as we did you would expect a little more comfort quite disapointed on the plus side the staff were as accomodating as they could been,VADER
14,1,0,238,it was not a good expensive and the pool is top room for all the view from the suite were to a construction they were so kind to check us out before that was positive thing and the man in the reception were,VADER
15,1,0,240,though it a four star but there was no sign of welcome rather no doorman to open the door or porter to help u with the luggage and the outside stairs are too broad to pick ur luggage n take it till the standard room category is considered to b the lowest n they treat u as if u they r obligating u to let u rooms r very small and bathroom small in nh collection milan and straight from there came to this nhcity centre hotel which was a terrible feeling after seeing the rooms n the do have any the room was neat n clean the bedsheets ver super white n so were the towels in the honestly i m waiting to go to my next destination a little claustrophobic,VADER
16,1,0,245,the walls are very thin and the staff is very loud the rooms are very minimal the water was off the first day we got here and the electrician did let us get much sleep into the next day there is no guide to calling the front desk in the rooms and when one person smokes in their balcony every room smells it keep looking there are so many better options in this city this just seems like a careless establishment there are better prices for better locations,VADER
17,1,0,265,clean secure and central in dublin expensive for what it was a tiny room with single bed and shared bathroom worked out at on hostelworld for a midweek night should be cheaper as comparable prices around dublin can get you lots more for an extra or,VADER
18,1,0,280,well the rooms are superb and the air con is awesome for athens hot and dry summer also the staff in reception is very helpful but all these became a distant memory very soon after i entered my room i only stopped for hours to get some rest from a long ferry journey as i was catching a flight to holland and within minutes of settling into my room the lady cleaner did her best and all sorts to keep me and am sure other hotel guests awake do know where to start from but here as some of the noise some events that i heard from outside my room vacuuming next to my room and above me buckets loads of water being dropped for mopping cleaning cupboards being opened up and closed at least times the lift which is not the quietest to put it mildly must have been used for the cleaner at least times going up and down plastic bags being shuffled doors opening and closing for several times toilet seats being rigorously hit against the toilet base objects being dropped without care who sleeps in the hotel iam sure i was not the only one that was kept awake its only a small hotel for gods sake with probably around so why the f all this noise in the middle of the night will the queen of sheba arrive by any chance want a full refund and an apology for the inconvenience caused,VADER
19,1,0,289,terrible do know where to start cheaply decorated tiny room and even smaller bathroom morning man on reception is by no means but not rude like the grumpy old man in the afternoon evening we never been spoken to in such a rude abrasive manner the only decent thing was the balcony,VADER
20,1,0,294,i checked in my first day in athens before leaving on a week long drive through northern greece and booked a room for july and was assigned room a premium room it was mediocre at best but for one night did not mind it upon my return i had also booked a night august for one night also a premium room and was given room i had booked both nights before leaving on the trip room was substandard to say the least dirty and frayed curtains bad causing around sink old shower head was probably from the original construction low water pressure when i checked out and printed these out to the desk clerk he shrugged his shoulders and ignored me i surprised this hotel still has it best western affiliation if it does i bet that room was not inspected,VADER
21,1,0,296,maple hotel was an uninspiring experience ok the location is good but that is the only positive response i can give we had a double the size of a cubicle one had to sit in the bed while the other we were on the first floor facing the heavily trafficked street thank god we had earplugs,VADER
22,1,0,331,worst hotel i have stayed in there no ac holes in the door holes in bathtub dirty carpeting and a nightclub in the basement that goes till am someone should buy this hotel and make it fabulous it probably has really good bones and could be redone as a boutique hotel the staff on the other hand was very kind when we told them we had to leave due to the noise and the lack of air would recommend this to anyone,VADER
23,1,0,346,you can hear noise from next room walls are not sound proof location was the greatest to down town the rooms are not clean all the time very dusty the hotel breakfast was not good no variety,VADER
24,1,0,386,room through a maze of corridors no offer of help with luggage reception rather disinterested room has very thin walls currently listening to guy next door talkingno windows open as very stuffy from am has been noise of trollies skips being loaded and moved incredibly noisy sounds like bin lorries or similar for hoursroom must be over kitchens as smells of breakfast cooking from ok but not the cleanest literally an inch of fluff and dust on side lights above the bed are filthy furniture tatty and marked general all a bit run down and scruffy dated and dingy,VADER
25,1,0,406,the honest of the assistant service personal is questionable i lost an important mount of money of my room and they didnt anything to find it i make an pólice report in the pólice station and i waiting the results,VADER
26,1,0,420,stayed for nights room has a strange layout in a l shape and very little storage space numerous stains and dirty marks on the floor had a stunning view of the hotel roof fencing and walls quite noisy bed was small and creaky paid nearly euros for nights i paid half that in other chain hotels and had nicer room bed and service bar in the hotel is very expensive and the service is poor pub next door is brilliant disappointed with this hotel brilliant location just very poor value and standards would love to return to dublin but i would not stay here again for what it cost,VADER
27,1,0,431,my husband and i stayed here on sunday th june we arrived at pm to check in but our room was ready which was fair as we were mins early we took a seat like we were asked and tried again to check in at pm unfortunately our room was ready so we were told to leave our bags with concerige and try later we left the hotel to get some dinner and returned and tried again to check in at pm we were asked to present proof of our booking by the young man on the desk as they had no record and then we were told for the third time our room was ready we were annoyed at this stage and he offered to get the manager he returned after almost ten minutes to say room was ready no manager we received no apology no welcome to the hotel that seemed to be only for the guests who rooms were ready and no refreshments while we waited we like a lot of the guests checking in we in town for the phil collins concert and the room prices were increased to reflect this euro plus euro for parking gate for the concert opening at pm so not giving us adequate time to refresh before hand we were the only ones having trouble getting our rooms on time and the manager should have come out to apologise but he left the young man on the desk to deal with,VADER
28,1,0,451,stayed on lower level room basic room bathroom door did shut finished to poor standard inside tiling was bodge job and grout was green windows did seal people letting in all of the noise from passers by through out night did sleep friday night in dublin reception did seem interested after we told them of the issues no apology room which was worth it wish i booked something else,VADER
29,1,0,460,it is a shame as the staff work so hard to assist and make your stay enjoyable but the constant construction works and noise is off putting from early in the morning into the evening hammering drilling workmen shouting and banging of doors it is near impossible even to take a restful hour in your room during the day as it is located on a very busy main street with bars and clubs and an outdoor concert venue just down the street people party literally to the crack of dawn so expect to not have a decent of the works the rooms was too warm as the ac is not functioning all making for an exhausting stay on a good note the breakfast is plentiful and fresh,VADER
30,1,0,466,this hotel is in the temple bar district i was disappointed with the price of the hotel and the size of the rooms when we first got there i was given an room that was already occupied than was given a room that was so small you could hardly move in it is in the temple bar district it was very noisy at night until am due to the night club in the hotel and clubs on the street the breakfast in the morning was wonderful i would recommend this hotel for the young at heart,VADER
31,1,0,471,rooms are tiny no privacy glass doors on en suite rooms very noisy can hear everything from room next door waited mins to be served at bar gave up went down the street to a supermarket bought our own drinks great restaurant next to hotel,VADER
32,1,0,477,i was dissapointed with the service we was stay four wasnt redy for wasnt enough towel and bath producs even service was verry am never dissapointed with any hotel ike this before,VADER
33,1,0,486,if you like a small room untidy floor and industrial extractor fans all day then this is for you i stayed in this hotel before and took into account the location and the fact that the building is old the beds were comfortable however this time there was no escaping the fact that the room had not been cleaned and the noise level was beyond ridiculous previously i had been at the front of the property so nightlife influences things considerably but the room this time was so small there was no escaping the noise it sounded like the window was fully open and it was the only quiet place was the bathroom and had there been a bath i most likely would have slept there having had a terrible sleep even with ear plugs i stepped out of the bed to go for a refreshing shower and found that a piece of pepper that had been around the bed not mine became stuck to my foot the level of gross was not pleasant to say the bar is lovely the location great if you completely deaf and the rooms a roll of the dice for the area there are better choices that give a good nights rest,VADER
34,1,0,495,beautiful hotel lovely location nice breakfast great buffet the hotel was not cleaning service in the room is not we had days no shower gel the other day we had no towels for two you can walk in and out nobody was talking,VADER
35,1,0,543,let start with the positives friendly helpful staff great welcome cloud pool good food lovely place to chill out in the evening and barman chris was fabulous pool good toolocation mins from alimos marina so handy if you hiring a yachtthe tv worksso the negatives we booked a family room and got two rooms not interconnecting ok for us as we have teens but not great for younger rooms were functional at best decor dated patched up in places and they reeked of cigarette smoke shower woefully inadequate fell out of its holder several times bulbs missing it on a very noisy main road despite double glazed doors and seemingly some rooms have thick blackout curtains and others not breakfast basic meat cheese bread yoghurt etc all ok but overcooked cooked breakfast fried eggs like booked through ba and the reviews were ok but seriously this is a very basic hotel we were here less than hours and that was hours too many,VADER
36,1,0,574,hotel is older but clean cozy yet comfortable we were looking for a place to lay out heads this fit the bill price was good you get what you pay for like the big bang theory the elevator does not work but we knew that ahead of time this hotel is in the heart of the temple district with shops bars and numerous restaurants just outside the door we found all forms of transit within simple walking distance staff is friendly no early checkin,VADER
37,0,1,578,went to a concert here last saturday to see coldplay and the place was run exceptionally well the only downside was the cost of beer or wine as they have you inside they can charge what they will but it was very well run and with people leaving was no problem,VADER
38,1,0,591,we picked this hotel over another athens hotel because it had dedicated parking and a pool we arrive and my husband goes to park only to be informed a car is too big and we are not allowed to park there i was not happy however the front doorman came to the rescue and found us parking garage he was so nice and had great customer service skills and was the only good thing about our got up to our rooms needed to book because of our big family to find twins bed pushed together in each room not the best but it worked the furniture is dated the tvs are ancient smells like smoke and there is no shower door or curtain it is just a half glass wall so water goes everywhere to top it off they charge euro a day for internet access in the room and that is only for devices probably the worst thing about this hotel is the pool area they have a beautiful rooftop pool with a bar however it is a very small pool area it is lined with chairs and people sunbathing on the ground so you can hardly walk around the pool we arrived at the first day at knowing it closes at with kids in tow the lifeguard proceeded to get an attitude and tell me that there are no more towels and we only have mins to swim so we should come back tomorrow well my kids were,VADER
39,1,0,596,loved the vat pub traditional irish music after from somewhere pounding driving music from nearby venue kept us awake all night long front desk was interested the next day when i reported it it more like a hostel taxi driver had had an ominous smirk when he dropped us off now i know why,VADER
40,1,0,608,whilst rooms were breakfast excellent our holiday was ruined because on out of nights our sleep was constantly disturbed by revelers on our floor doors banging people running in the corridor and loud shouting when reception was approached both during the night first thing in the morning they showed little concern and even appeared to be amused no apology was given ironically a card is left in each room with a quote from the dalai lama sleep is the best meditation what a joke,VADER
41,0,1,662,a little far from airport and shuttle requires fee free for hh members dinner was good also had entertainment in bar which was also good bed was a queen but was two less than twins couples together not great but we were exhausted and slept well,VADER
42,1,0,692,i can under stand when hotels get busy that you need to wait but when people who are booked in advance at least groups by my count are told to wait some over an hour while off the street are checked in well that is clearly all their rooms became available at once so clearly there is no coordination between and front desk they could have avoided the problem by having housekeeping release the rooms for check in one by their systems are more important than the a pleasant stay,VADER
43,1,0,704,stayed here at the start of july when we arrived after we payed and asked for a receipt but we were told we would recieve the receipt as we checked out at the end of the week we were then told our room was ready and we could check in until when it states on the website that we should be able to check in from onwards when we checked out they tried to charge us again and we had to show that they had taken the money on our banking app otherwise the stay was pleasant and the hotel is in a good location,VADER
44,1,0,706,let s start with the positive parts the location is great the pool area is wonderful the view from the rooftop is breathtaking and the reception is professional and service minded beside this it s hard to say much more positive our rooms were smelly a bit runned down and not properly cleaned the sides of the bathtub were dirty and there were hair in the corners of the bathroom the elevators are small and slow the staff at the breakfast were rude and the client computers were old and outdated could be that the hotel has been renovated in but nothing seems to have been improved changed since then,VADER
45,1,0,710,not brilliant rooms thread bare carpets on main stairs smells of damp in the stairwellwardrobes knocked up by inept carpenters bathroom had mildew on bath surrounds and the sink was sunk into what seemed to be an excuse of some old piece of kitchen work surface radiators were grubby rusty plaster falling out of wall supports good attempt to hide that behind the curtains folks advice for prospective guests avoid room advice for owners sort it out and put a bit of your profits back into your business all this for for two nights room only welcome to the rip off parliament hotel,VADER
46,1,0,715,i paid approx for a room for one night breakfast not included as my partner and i were down to dublin to watch coldplay i will admit it was close to croke park upon arrival the guy on reception assumed my partner and i would want single beds being guys when i corrected him and said the double was fine he smirked and went ahead with checking us in the hotel must of been grand and luxurious at one stage but it is dated and old now a bit of reinvestment by the owners would do wonders for the business the bedroom had old creaky furniture which was too big in a small room the bathroom was tiny but did have a nice selection of soaps and products a wet room would be much better here the room was spotless and there was a kettle and coffee but no tea also in the room is an iron plus board and a hairdryer there was no air conditioning unit and the room was roasting would have been ok with windows there but we could open them more than a crack although we were there on a saturday the area did have much happening and seems to be pretty quiet the hotel has a pool and leisure facility which we did have time to but you do need a code from reception to get into it a carvery was offered in the and upon inspection we decided it would be better to,VADER
47,1,0,732,the clean towels are stored on top of blue plastic on the floor of the hallway these clean towels are exposed to people shoes dust and other pollutants the shower doors are closed allowing water to spill on the bathroom floor room was dark and dank a substandard hotel at best depending who is on duty results in pleasant or unpleasant communication to generate the requested results my request for shampoo led to the maid busting into my room after knocking only once i was naked to prove to me that she had put shampoo in the good point is that it is in close proximity to the city,VADER
48,1,0,735,the room i got had a beautiful view of the acropolis but the air conditioner did not work and it was a very hot night luckily i only needed one night because i was leaving to the islands the next day the hotel is outdated and the towels looked old and overused like everything else you get what you pay for the location of this place is a plus thought it close to plaka and monastiraki the area is safe and it has a lot of restaurants at walking distance,VADER
49,0,1,743,the hotel met our needs it located close to the dam square the red light district and the central breakfast was very reception staff was took a room in the fifth floor it was basic room and very small but it did bother us because we spent all our time outside but if you plan to stay more time in the hotel room you should ask for bigger room,VADER
50,1,0,751,not normally something i do as i believe that people have off days but i just had to comment on my recent stay at w hotels as i found the following to be causes of checked into the hotel from another hotel in the city as we changed our flights and wanted something a bit more in keeping with what we re used to and decided to book at the hotel at and went directly to the floor for check in we were advised that the room would be ready shortly and that they could take our bags and would be returned to us upon to the room and that they would contact us directly by text to advise the room s availability it came to and we had still not been contacts so we went through to reception where they d my payment card even though i had already provided full for recommendations of lunch and was given a suggestion of the focaccia dip and the spicy tomatoes the tomatoes were lovely but the focaccia was burnt and then asked about the spa facilities in the hotel and were advised that they were indeed closed for the day due to unforeseen being a guest at hotel de lerope in amsterdam i decided to visit w as it was a more modern hotel and thought that it would have a younger and more feel to it but this did not live up to the calling reception times over the period,VADER
51,1,0,759,for being a hilton hotel you expect high and good service when the prices are that high forgot our orderlazy in the barservice remote did worktook the freedom of giving us the most expensive alcohol in the drinks without askinggave us the wrong billthe staff were friendly but should maybe have a lesion in hotel service not worth the visit,VADER
52,1,0,784,if you want to hear music loudly until early hours of every morning temple bar inn hotel is the place for you i am not that kind of music fan so i was really disappointed about the noise that came to the room from bars in this building and around the fleet street i have to say that the location of this hotel is great near shopping areas and hotel staff is doing good work but those are all the positive sides of staying room where we stayed nights was really basic and small it even lacked elements like soap tray in the shower and hangers for jackets that we had to ask separetly there were no ventillation so you had to open windows for fresh air to come in and after opening the rhythm of bass drums was even louder until or of this can be experienced in budget style hotels but not in hotels that cost over euros per night my advice is to go somewhere else if you are not wealthy bass drum rhythm lover,VADER
53,1,0,789,when i got to the hotel i was amazed by the beautiful modern and clean smell of the lobby that image was destroyed when i got into the room the carpet was filthy full of stains and the humidity smell was awful the ac did work which made the humidity worst i was changed twice to different rooms but the problems were the same at midnight one of the front desk guys came and advised me they did have any ac i finally quit and tried to enjoy the stay peter from the front desk was very helpful and nice to even gave us good recommendations to enjoy the city which we loved despite the hotel rooms breakfast is varied and good restaurant food is delicious expensive though,VADER
54,1,0,791,not impressed rude reception staff extremely rude manager myself two friends stayed in blooms as we attended a concert in dublin when we arrived back at hotel after our night out it took the doorman about minutes to answer the door there was anyone on the reception desk or answering the we were three women in a part of town who did appreciate being locked out at that hour of the night approximately it is safe anywhere the breakfast was horrible and i had to ask times for some ice for the oj as it was just sitting out all morning this hotel is a pure tourist trap and they should be ashamed to be changing people to stay there never again i wrote a review on their facebook page and they did i noticed that they only replied to which there were many of,VADER
55,1,0,796,i had booked this hotel a few months before the visit once i arrived they told me there were no rooms for me as they accidentally overbooked now this is annoying but i know all hotels do it so i ca fault them for this they did give us free drinks and taxi us to another hotel relatively close by they had told me to get a receipt from the other hotel for breakfast so that they can refund me too this was all sounding great even gave me a card with a number to call in the morning so they could arrange a taxi to take our bags back over and put them in the room for morning comes around i get my receipt call the number on the card and i met with this number has not yet been assigned to an agent the staff at the illunion hotel were fantastic and helped get in touch with the sansi hotel only to find out that they had no record of me needing a room or for them to pick up my stuff after a bit of back and forth and the sansi staff calling a manager they realised they were supposed to give me a room and pick us up we dropped our bags off and headed out for the day the sansi hotel is in a great location minute walk to the docks upon returning to the hotel we checked in and i asked about the refund,VADER
56,1,0,800,stayed at this hotel with my family booked rooms found human faeces on the bathroom floor in one of the rooms still waiting on gm of hotel to call me back duty manager changed the room which for me should have been automatic and a free dinner which is very ordinary given price i paid for rooms i sure they will reply now did even refund the one room one would assume they would way too late not what you expect for a star hotel considering so many other star hotels do not book here how unhygienic and how badly to handle my complaint human faeces very disgusting i rarely post reviews however always read them i hope this helps others please check out other star hotels in athens i would hate for another family to have their last day on their holiday be spoiled like us,VADER
57,1,0,809,we stayed here during part of two week trip through ireland london and scotland first of all the location was terrible even though the tram is right outside the hotel you are as far away from the attractions as you can get also the entire area is under construction and felt very unsafe the room was also a let down it was small outdated and the curtains were not even attached to the rod so we were not able to close them we were put in a room with two twin beds and our daughter had to sleep on a bed all were extremely uncomfortable not that we were sleeping anyway but it was extremely loud on our second night the hotel hosted some sort of party that kept us and several other guests up until after when we called to complain we were told they would shut the doors but that never basically stayed out exploring as long as possible to not have to return to our room although we did not like our hotel we did love the people of dublin,VADER
58,1,0,827,my wife and i were booked for five days at this hotel because it was the conference venue for an event at which i was speaking we were also sponsors of this event well our visit was a farce from start to finish largely due to this incredibly inept we booked months in advance and were relegated to a tiny room on the outside of the sixth floor as we were on the outside perimeter of the building the walls were slanted just under the roof as such it was very difficult for two people to move around in this small room and we had to do this for five nights even worse the bed was simply too small for two people i measured it to under cm my wife and i were constantly pushing each other over the side during the night we asked to be moved but the hotel apparently had no other rooms curiously a colleague booked a room at a remarkably better rate about a month before the conference and had a spacious room on the third floor with a big bed and two chairs she arrived a day later than we did i had to send some documents to the united states and needed a fedex envelope the reception said there was no business center but i should talk to the concierge the concierge referred me to the business center one flight down the business center said the fedex envelopes could be obtained from the,VADER
59,0,1,838,the location of this hostel is really convenient right next to a major train station there is also a large common area for lounging the rooms can be a bit difficult to handle with so many people assigned to one bathroom but it manageable,VADER
60,1,0,870,arrived at the hotel at only to be told that our room was not booked even though we had received a confirmation email and phone call our room was clearly given to someone else do not stay here i would also like to mention that the photos are deceiving,VADER
61,1,0,886,the whole experience was disappointing we were made to wait for minutes before our room was ready and this is after the check in time of there was a line of people waiting and we had to queue three times before our room was finally ready we entered a warm stuffy room where the air conditioning has not been switched on it is definitely not what i had expected based on the review i will definitely not be coming back be ready to be disappointed,VADER
62,1,0,889,the room was clean steday wifi freat th floor and secent breakfast pretty far from the city center but all pales compare to the bed we ordered a double bed and got teo twin beds pushed togeter with a flat twin mattress on each which didnt even fit the bed i dont know how a hotel which respects itself can call this a decent bed i understood that all beds were like this very disappointing,VADER
63,1,0,896,we stayed nights on arrival no offer of any help with the bags and it only got worse staff decidedly unhappy in most areas breakfast was busy but again staff inattentive the hotel itself was tired and clearly ready for redevelopment which was happening on almost every side of the hotel avoid if possible as there are much better hotels nearby,VADER
64,1,0,899,very nice view from the heat in the elvators the need to wait around minutes to the working at the reception think that they are doing you a favor by staying at their hotel they forget that the guests are paying their salaries,VADER
65,0,1,922,it should be minutes walk from amstel station which is a transport hub with trams buses metro lines and overground dutch trains all stopping there tram takes you to the main museums and musical concert place in about minutes you could go from the airport one stop to zuid and then metro stops up to amstel a bit quicker than going via central station the hotel is modern and clean,VADER
66,1,0,926,the hotel charged me for credit card costs i did not approved or made i did not paid with a credit card in addition the reimbursement of the breakfast expenses i did not consume did not happen to me this does not constitutes affordable luxury,VADER
67,0,1,934,all we can say is very good service very good location excellent service from the staff we will come back again sometime but the bar closes way to early that is the only negative thing i have to say,VADER
68,1,0,958,maple hotel was an uninspiring experience ok the location is good but that is the only positive response i can give we had a double the size of a cubicle one had to sit in the bed while the other we were on the first floor facing the heavily trafficked street thank god we had earplugs,VADER
69,0,1,988,the best of many good things about this hotel was the terrace on the top floor plenty of chairs and tables from which to survey the spectacular view the acropolis to the north and the city and the mountains beyond it to the east and south we took our breakfast up there on a tray no problem going from ground floor to fifth with a lift every morning and our coffee or wine every evening it was a spectacular way to start and end each was also well placed not only was the next road on the sightseeing tour bus routes but the junction with that road was opposite a shady little path that led to the main footpath to the acropolis so instead of joining the gathering throng in the scorching crowded and noisy coach park a walk up the road to our left we padded our way between ancient trees and shrubs on a path worn by feet ancient and modern over thousands of years and joined them a little further up only a little but it was more magical the hotel staff were extremely helpful and pleasant at all times whether we needed to know about museums restaurants bus routes etc they telephoned hertz for us when our lack of greek and the hertz office busy times made it difficult for us to sort out a problem with times for picking up our hire car and then one of the staff parked it for us when fitting,VADER
70,1,0,1000,room through a maze of corridors no offer of help with luggage reception rather disinterested room has very thin walls currently listening to guy next door talkingno windows open as very stuffy from am has been noise of trollies skips being loaded and moved incredibly noisy sounds like bin lorries or similar for hoursroom must be over kitchens as smells of breakfast cooking from ok but not the cleanest literally an inch of fluff and dust on side lights above the bed are filthy furniture tatty and marked general all a bit run down and scruffy dated and dingy,VADER
71,0,1,1013,the davenport hotel is located near the center of dublin ireland just a block north of merrion square it is also located about a block east of trinity college and several blocks south of the river liffey it is also located next to the house were oscar wilde grew up it is now some type of small college the hotel is located about miles from dublin international airport or approximately minutes by taxi longer if you are in rush hour stayed here for nights in late may with my wife and youngest daughter and thought the hotel was nice and also thought it was in a great location near many major tourist attractions we paid a night for a triple room one king size bed and a twin bed which i thought was pretty reasonable breakfast was not included and was euros per day per person i thought the lobby and bar area were nice looking and i also liked my hotel room the carpet and furniture were updated in addition the room was above average in size the front desk people were friendly but there only seemed to be one on duty at any given only complaint was the poor breakfast service the main breakfast room was full so we had to go to the bar area where the guy working there was lazy and would not help us i thought he was a dishwasher or cleaning person we had to walk back into the other area and ask,VADER
72,0,1,1037,highly recommendable for location nice hotel people at the desk are helpful room has everything you need the pub next door is a bit loud but one is so tired in the evening that it does really matter because you fall asleep right away,VADER
73,1,0,1049,the team have a serious communication the service at the restaurant it terrible night a random person enter our room at it was another guest that mistook the door the explanation of the hotel was that an error in the system allowed for a few minutes any card access to any door other day when i closed the room door a piece of roof ventilation whole felt down thanks good i closed door from inside otherwise it would break my head when you have any issue that you want to report to the manager it really dificultades to reach him not serious for a star hotel,VADER
74,1,0,1051,michelin starred restaurant closed for vacation not mentioned when booking concierge did not follow up when promised on a reservation we had to follow up on status they were unable to obtain a reservation day lost along with any chance to obtain a restaurant booking a street restaurant for us turn down service hit and miss omg the basics had to ask for that also in fact had to ask twice each time for the simplest of requests this hotel is living on a reputation and most certainly do not understand that a star reputation has to be earned every day that is why we pay so much who knows it may be your turn next to have our experience,VADER
75,1,0,1057,had high hopes for this hotel but it was at best described as adequate loud vicinity appreciate that the hotel can only do so much to address this but more could be done in terms of the decor worn out carpets on the stairwells and very low budget shower curtains that stick to you you know the ones polite enough staff but they have an air that they are just going through the motions did find them very genuine it a shame as this place could be so much more,VADER
