,label,index
31,1,"[2603, 105, 82, 9782, 31, 4, 1079, 185, 7, 5, 10481, 1103, 15, 3540, 7188, 3, 26, 79, 4833, 56, 848, 4, 24, 19829, 13771, 24, 3, 67, 8, 2285, 12, 79, 3540, 161, 3, 61, 1134, 10, 3570, 25, 14, 10905, 489, 15570, 8, 176, 1896, 38, 208, 497, 87, 839, 18667, 1140, 172, 277, 2323, 2]"
32,0,"[2, 2, 2, 350, 7, 12, 16, 184, 4285, 21, 13088, 2]"
33,1,"[106, 9, 1614, 3, 4422, 11196, 5, 1691, 17, 53, 6, 6718, 475, 8, 14, 6549, 1518, 2]"
34,0,"[4, 3843, 10, 5, 700, 17841, 110, 17, 5271, 3, 142, 4611, 25, 14, 97, 1050, 3, 315, 14, 104, 165, 904, 4611, 9, 4, 10527, 2]"
35,1,"[239, 46, 20726, 17348, 28, 5, 232, 17, 2569, 3, 6, 45, 1844, 7, 23, 397, 8, 1031, 3, 188, 175, 517, 8, 2602, 54, 2]"
36,1,"[20, 471, 8, 284, 357, 281, 26, 51, 73, 1830, 2]"
37,0,"[4, 3856, 1441, 6, 9130, 260, 2526, 4, 4332, 117, 202, 6, 429, 650, 2]"
38,0,"[6441, 8, 32, 5, 263, 1279, 19, 2080, 54, 16, 4, 251, 7, 27, 13, 189, 32, 4, 1658, 7, 193, 1507, 6, 50, 669, 2, 5073, 3, 6, 50, 309, 3, 86, 2]"
39,0,"[442, 4, 27, 11, 12563, 228, 70, 10, 5, 1499, 1041, 336, 8, 95, 46, 3, 19, 12, 11, 44, 13, 3, 12, 11, 4, 1310, 13, 719, 40, 9, 154, 2173, 2, 4341, 6, 1260, 33, 90, 10096, 4378, 2]"
40,0,"[12, 5027, 3618, 11, 545, 17, 2853, 3, 19, 44, 510, 114, 6, 44, 174, 16714, 172, 4244, 7, 38, 11, 2224, 8, 95, 8, 4, 90, 865, 2]"
41,1,"[181, 212, 4, 16804, 1617, 7, 4, 5335, 6245, 9, 4, 10924, 11, 3, 24, 4, 3709, 202, 24, 370, 4, 554, 558, 7, 74, 76, 220, 3, 194, 7, 5, 430, 976, 3, 6, 36, 648, 8, 98, 1087, 9, 36, 144, 287, 23, 69, 7, 469, 4479, 6, 72, 221, 2]"
42,0,"[5, 1672, 157, 37, 5, 1593, 2133, 13, 142, 10181, 9, 9138, 2]"
43,0,"[5, 6536, 6, 571, 201, 43, 4, 81, 2407, 251, 7, 429, 1095, 94, 5832, 25, 38, 11, 155, 2]"
44,0,"[18, 838, 818, 39, 3, 185, 40, 6, 154, 818, 61, 593, 32, 9152, 21, 8, 194, 104, 706, 830, 334, 2]"
45,1,"[3708, 3, 4, 288, 10, 1416, 3, 1842, 9021, 2]"
46,1,"[20, 1371, 538, 37, 4, 792, 3, 6, 2388, 275, 1869, 4421, 1736, 539, 2]"
47,1,"[5, 109, 131, 625, 22, 11685, 1013, 8, 375, 22, 3863, 49, 5, 190, 265, 231, 71, 19, 45, 5, 1562, 3877, 22, 3863, 3, 48, 146, 1500, 5, 548, 3, 1450, 72, 8, 98, 4, 1562, 6, 1156, 22, 3863, 2]"
48,1,"[5, 236, 11, 6713, 8, 1492, 7, 2689, 3, 1327, 6, 1168, 47, 136, 202, 442, 18, 1274, 6041, 2]"
49,1,"[118, 1295, 243, 4, 552, 13422, 9, 4, 2754, 7, 4481, 392, 2]"
50,1,"[22, 6868, 216, 512, 5711, 6776, 3, 14424, 2533, 3, 10646, 1133, 6, 50, 3, 7318, 37, 36, 3874, 328, 1661, 2]"
51,1,"[4259, 14, 3315, 158, 32, 5, 102, 548, 3771, 2]"
52,1,"[24, 1012, 1233, 24, 314, 4, 52, 7, 5, 2758, 7452, 3296, 324, 9742, 29, 4777, 1000, 30, 26, 906, 21, 5, 9469, 304, 8, 95, 106, 148, 8, 1012, 1233, 3, 1660, 2, 1469, 2, 16, 141, 16, 8, 4767, 29, 2670, 5577, 30, 3, 4, 153, 20, 295, 351, 129, 238, 127, 8, 421, 9, 4, 2669, 221, 2]"
53,0,"[589, 3, 70, 33, 1289, 3, 19, 4, 321, 13, 138, 188, 5208, 134, 4, 307, 4783, 15, 4367, 3, 3458, 3, 2602, 6, 14443, 2]"
54,0,"[18, 3002, 6, 270, 2590, 157, 37, 3015, 118, 6, 120, 1140, 58, 1618, 597, 3533, 60, 5016, 2]"
55,1,"[82, 4, 3835, 28, 964, 3, 4324, 6, 5078, 3, 582, 25, 16834, 3, 92, 64, 5615, 9, 4, 8001, 3, 91, 5096, 3, 5223, 6, 5326, 92, 5615, 9, 4, 118, 7, 4595, 3, 6, 47, 7, 75, 146, 6055, 18, 2922, 21, 6174, 2]"
56,1,"[20, 247, 8, 5, 271, 834, 3163, 3, 96, 20, 149, 83, 514, 5173, 3124, 18954, 26, 33, 7879, 12, 9, 36, 97, 109, 6823, 18492, 2]"
57,0,"[276, 26, 33, 49, 23, 8972, 865, 61, 622, 32, 9, 16225, 1384, 2, 381, 656, 26, 123, 3, 17, 1616, 705, 3, 32, 1392, 43, 238, 8, 134, 23, 39, 10, 13699, 519, 2239, 2974, 2]"
58,1,"[19, 1819, 11, 835, 14774, 72, 7, 2928, 779, 6, 2908, 424, 242, 8, 3341, 45, 20, 10, 1847, 5, 960, 944, 25, 14, 3124, 3095, 3, 878, 2]"
59,0,"[4, 472, 232, 331, 63, 5, 7463, 3, 5, 19451, 8, 2005, 54, 4, 431, 13, 4, 335, 10, 1969, 256, 5, 2275, 7, 5553, 65, 60, 3, 927, 223, 3, 20640, 65, 716, 2]"
60,0,"[17188, 28, 116, 93, 16, 749, 16, 12, 10, 9, 450, 12880, 11, 201, 89, 20967, 43, 193, 2]"
61,1,"[82, 83, 69, 4, 214, 6, 9278, 146, 14944, 3, 879, 4, 111, 77, 538, 15, 14, 395, 6, 6017, 2769, 2]"
62,0,"[5, 1124, 39, 15, 1124, 108, 702, 1124, 188, 6, 40, 51, 8, 32, 175, 1124, 44, 8, 134, 96, 23, 10, 238, 2]"
63,1,"[140, 3, 791, 6, 2034, 29, 3574, 11, 465, 30, 33, 3570, 8, 92, 4, 677, 691, 1881, 3, 449, 6604, 691, 2]"
64,0,"[4, 190, 5133, 3, 198, 3, 10, 4, 328, 25, 7840, 13, 10, 3, 538, 3, 323, 4, 877, 7, 2536, 2]"
65,1,"[20, 5808, 81, 188, 82, 67, 5, 224, 334, 2]"
66,0,"[420, 4, 696, 7, 4, 99, 9289, 16, 4, 39, 2592, 3, 70, 11, 73, 3816, 4, 253, 7, 308, 248, 1077, 6, 2238, 325, 253, 2]"
67,1,"[45, 22, 155, 1834, 217, 3, 3048, 10, 7517, 17, 25, 22, 17154, 6, 8826, 130, 26, 11549, 5, 8959, 153, 15, 74, 5369, 4617, 2]"
68,0,"[4418, 239, 9, 5, 5225, 762, 13, 19214, 37, 4, 4971, 71, 12, 11, 62, 578, 40, 294, 8, 3254, 12, 2, 19, 20, 904, 1387, 12, 127, 2]"
69,1,"[20, 21241, 36, 987, 15495, 2363, 5764, 85, 378, 56, 8, 36, 245, 3, 3208, 16111, 4, 3037, 71, 4, 77, 26, 7408, 18, 2081, 7, 390, 6, 3118, 564, 166, 4229, 2]"
70,1,"[4, 4347, 51, 36, 97, 14518, 10584, 87, 9623, 6925, 29, 2650, 9516, 30, 3, 3245, 6925, 29, 10735, 11265, 30, 6, 6225, 6925, 29, 3615, 4058, 30, 2]"
71,1,"[19, 58, 1547, 1763, 14, 6637, 8, 1294, 127, 38, 208, 3, 182, 4519, 15, 56, 6, 17804, 3260, 6, 4, 1607, 3, 84, 68, 12, 828, 1376, 6939, 36, 3385, 107]"
72,0,"[20579, 1743, 23, 2552, 15, 709, 6, 1678, 3, 7795, 13, 15, 14, 6394, 438, 65, 4, 101, 8, 32, 1938, 9, 4, 1188, 2, 306, 2, 65, 5, 786, 126, 10, 3981, 9, 72, 403, 2]"
73,0,"[45, 44, 8775, 25, 4, 5833, 13843, 1444, 3, 4, 3454, 1292, 4, 251, 7, 20817, 14515, 44, 2451, 310, 4943, 4480, 11, 437, 7, 796, 12016, 15, 513, 4689, 2]"
74,0,"[4, 27, 121, 42, 322, 114, 7, 4, 897, 632, 60, 84, 7, 59, 79, 800, 17, 4, 18747, 8, 1266, 46, 59, 119, 5030, 5, 205, 518, 2]"
75,1,"[70, 33, 67, 187, 1188, 2, 306, 2, 1136, 295, 2]"
76,0,"[5, 15637, 1880, 7, 1426, 3512, 3, 285, 166, 738, 321, 2]"
77,0,"[1517, 1383, 11, 210, 123, 32, 9, 4, 313, 202, 3, 19, 20, 658, 8, 1294, 14, 444, 46, 7, 14, 10746]"
78,0,"[4, 477, 15, 165, 43, 3034, 10, 41, 51, 5, 7742, 8, 2648, 49, 10670, 2, 5, 4464, 7, 3034, 121, 42, 66, 2648, 65, 12, 11523, 49, 389, 14327, 2]"
79,1,"[12, 314, 5, 19715, 52, 7, 83, 7, 4, 118, 11, 144, 85, 33, 4463, 25, 4439, 1797, 25, 24, 4, 2195, 9, 743, 24, 283, 6068, 1309, 31, 773, 8, 4274, 2]"
80,1,"[7092, 3, 325, 10421, 46, 7, 529, 15, 4597, 2823, 295, 3, 258, 37, 5, 4398, 1745, 3, 13746, 22, 69, 3864, 48, 58, 95, 1401, 8, 1109, 59, 48, 623, 640, 135, 59, 48, 300, 8, 138, 87, 32, 5, 155, 2]"
81,1,"[20675, 358, 21, 5, 207, 57, 52, 35, 10, 5, 272, 99, 1971, 5345, 5951, 16, 2031, 6, 4498, 2418, 16, 1216, 2, 1216, 10, 18, 1706, 225, 474, 11, 1637, 6, 3317, 3994, 51, 5822, 56, 9, 5, 6847, 2]"
82,1,"[3075, 6, 14, 156, 3, 26, 47, 265, 18, 9, 10234, 3, 98, 111, 1786, 15, 4, 8792, 4439, 18724, 2785, 8, 5, 17027, 2]"
83,1,"[771, 10, 308, 125, 14, 1049, 240, 6, 1238, 17, 4, 1064, 8, 2004, 2]"
84,1,"[9215, 3069, 6, 546, 4, 3966, 7, 5596, 94, 4, 2282, 33, 21, 14965, 3, 336, 8, 501, 5, 1528, 7004, 2972, 49, 5, 218, 2277, 2]"
85,1,"[4, 1507, 246, 4248, 3, 4, 6781, 4, 3443, 11, 1087, 6978, 87, 67, 8, 481, 14, 53, 9, 3173, 1431, 3, 16, 12, 211, 2]"
86,1,"[255, 3, 2659, 11, 1098, 2869, 31, 20556, 6, 6968, 17099, 2]"
87,0,"[18, 1595, 19, 1019, 2611, 530, 260, 7, 4, 251, 41, 1390, 92, 5472, 2]"
88,1,"[14, 111, 156, 6, 88, 581, 51, 1876, 3, 280, 645, 4988, 2]"
89,1,"[5, 7471, 1344, 3453, 806, 8, 139, 4, 10455, 6, 4, 9306, 3, 195, 6358, 15, 14, 744, 17954, 8, 6019, 4, 6828, 2]"
90,1,"[547, 275, 31, 3226, 11435, 1666, 8, 19425, 388, 2665, 25, 968, 209, 6178, 554, 8, 34, 1666, 16, 41, 95, 2274, 6, 218, 3, 17755, 254, 3, 5005, 36, 341, 3, 6, 95, 9, 740, 15, 411, 89, 380, 9, 36, 2294, 16, 5, 16019, 8, 515, 325, 5, 90, 69, 2]"
91,0,"[5, 452, 6, 1846, 203, 21, 4, 7136, 10633, 82, 72, 221, 80, 6, 34, 7059, 1195, 21, 4, 2739, 6, 144, 7, 83, 742, 8238, 2]"
92,0,"[12, 1205, 3, 23, 17850, 8789, 3, 63, 404, 345, 189, 2]"
93,0,"[4, 27, 28, 5, 8074, 782, 43, 12, 2, 19, 4, 1137, 9110, 9, 4, 27, 33, 16000, 6, 1463, 8, 3603, 2]"
94,0,"[62, 5142, 3, 80, 817, 44, 589, 80, 570, 32, 394, 8, 136, 12, 360, 1564, 6190, 2]"
95,1,"[12, 61, 1552, 286, 40, 21, 4, 1396, 7, 154, 2173, 185, 7, 4, 936, 6, 3884, 60, 4, 90, 369, 5555, 2]"
96,1,"[20, 113, 14648, 217, 31, 4, 1790, 76, 220, 13, 20, 6, 14, 156, 9148, 6, 7770, 436, 37, 3630, 2]"
97,0,"[1042, 3, 16933, 6, 11172, 3, 863, 1180, 10, 145, 5, 680, 448, 674, 8, 415, 5, 267, 396, 21, 4, 16022, 7, 2207, 7, 2448, 2]"
98,0,"[1383, 28, 455, 14219, 17, 5503, 493, 1060, 3, 6, 12, 11, 302, 8, 376, 134, 56, 359, 38, 9, 5, 3307, 11125, 272, 8205, 2]"
99,1,"[21038, 3814, 31, 14, 148, 9, 11491, 248, 20688, 3, 5, 1341, 9, 1241, 1537, 3, 119, 5, 14990, 1346, 4405, 100, 4, 1429, 3, 6, 152, 8, 263, 3, 96, 275, 6, 173, 10, 16, 20, 7533, 12, 160, 32, 2]"
100,1,"[45, 48, 10, 1584, 2600, 254, 31, 4, 2438, 3, 48, 239, 8, 22, 231, 9840, 17, 171, 2]"
101,1,"[9, 4, 271, 297, 3, 400, 1111, 4205, 906, 15, 166, 6845, 7, 5, 13507, 1308, 16144, 55, 5, 77, 122, 13956, 3, 91, 246, 1602, 13, 18, 2839, 17, 14, 240, 11, 688, 58, 32, 479, 2]"
102,1,"[19, 23, 10, 5085, 11, 1807, 3, 6, 45, 4, 6299, 517, 8, 92, 53, 816, 17, 4, 64, 17757, 3, 458, 11, 88, 33, 881, 9, 4, 585, 3, 6, 20, 28, 8, 1578, 117, 5878, 9, 6, 2665, 54, 17, 4, 64, 156, 26, 51, 1023, 14, 72, 3470, 135, 2]"
103,0,"[59, 11, 62, 3414, 43, 3006, 11, 328, 10, 13, 48, 116, 1248, 22, 196, 180, 5, 18215, 65, 44, 84, 15, 13, 5762, 1735, 2]"
104,0,"[2006, 1116, 5, 90, 518, 7, 307, 69, 538, 6, 174, 89, 439, 3, 547, 67, 14, 2122, 1351, 1900, 6, 307, 1895, 8, 1294, 127, 4, 672, 2]"
105,0,"[1159, 7232, 87, 7232, 3, 4420, 3, 73, 583, 120, 40, 1845, 12, 3, 12, 11, 145, 5, 2091, 8, 128, 134, 12, 2]"
106,0,"[47, 580, 141, 3, 628, 7, 3, 19, 4, 15209, 493, 321, 116, 15959, 2]"
107,1,"[255, 3, 3572, 113, 28, 5, 3332, 45, 3, 82, 2178, 1288, 31, 2428, 3, 2428, 11, 1425, 6, 2428, 11, 1810, 29, 455, 25, 1853, 1059, 30, 563, 8, 19593, 36, 5732, 3, 6, 95, 644, 292, 2]"
108,1,"[12, 160, 367, 13, 173, 10, 1148, 7, 5977, 7706, 15708, 31, 435, 21, 14, 13001, 478, 483, 2]"
109,1,"[82, 591, 3949, 3, 2326, 3, 16140, 3, 6, 5012, 98, 15, 4, 600, 7, 5, 64, 137, 4, 144, 41, 93, 1067, 8, 265, 2]"
110,0,"[9, 36, 57, 17, 194, 104, 6, 36, 785, 8, 1295, 21, 3, 4, 220, 33, 3, 9, 5, 78, 3, 1154, 6, 993, 2]"
111,1,"[3950, 6, 878, 33, 74, 103, 3250, 225, 57, 144, 51, 541, 473, 3063, 3, 3950, 11, 535, 3, 325, 66, 19241, 47, 125, 14, 8436, 21, 5, 1011, 1407, 8736, 502, 3845, 8, 9626, 8, 22, 2]"
112,0,"[2, 2, 2, 4, 251, 7, 440, 13, 341, 57, 8, 51, 36, 276, 134, 2]"
113,1,"[4, 21351, 11, 549, 16, 35, 17589, 35, 21, 4, 1323, 3, 4833, 9559, 8, 3668, 36, 395, 2]"
114,0,"[21, 4, 8481, 7, 4, 823, 152, 5, 7175, 6368, 6, 6923, 459, 39, 13, 3, 420, 1523, 3, 10, 8, 32, 5334, 17, 34, 18656, 804, 8, 9390, 2]"
115,1,"[12, 28, 93, 830, 105, 310, 5, 3678, 159, 111, 1115, 28, 295, 22, 7106, 6, 19506, 9, 17807, 15, 22, 341, 2]"
116,1,"[9, 412, 3, 48, 7969, 4, 4481, 4168, 7, 5, 1554, 131, 26, 10, 102, 89, 538, 2]"
117,0,"[80, 282, 128, 46, 21, 5, 20500, 2, 12, 199, 42, 293, 38, 7, 4, 707, 165, 7, 4, 159, 2, 12, 11, 66, 1480, 102, 164, 2]"
118,0,"[9, 4494, 18, 4219, 272, 335, 7, 5, 1995, 225, 3016, 2022, 5060, 31, 4, 144, 7, 4, 118, 3, 4, 39, 10834, 4, 18564, 339, 7, 812, 435, 6523, 3, 15, 109, 8, 322, 17, 36, 3466, 3, 273, 19750, 3, 2826, 9, 1975, 2]"
119,1,"[6158, 314, 2583, 20, 1329, 22, 6, 300, 8, 1698, 22, 2]"
120,0,"[9287, 11, 307, 1895, 10, 4, 38, 232, 13, 1366, 708, 9, 4, 3359, 7, 5, 7755, 3, 3236, 1610, 7, 348, 244, 481, 36, 1140, 2]"
121,1,"[12, 11, 24, 103, 9, 322, 24, 278, 24, 3078, 10607, 24, 3601, 24, 276, 9, 4, 2400, 24, 2]"
122,0,"[16, 10, 81, 7898, 497, 15, 3087, 200, 1629, 6, 6169, 4407, 3, 4, 27, 10, 264, 1907, 55, 515, 1178, 2]"
123,0,"[37, 4, 143, 7, 4, 39, 3, 363, 8953, 3095, 1848, 3, 24, 80, 2393, 80, 176, 31, 5, 964, 88, 3, 6, 363, 12761, 33, 47, 2452, 3, 86, 2, 24, 21169, 988, 21, 5, 237, 141, 446, 3, 80, 3892, 12, 66, 16, 89, 235]"
124,0,"[280, 173, 656, 65, 4041, 6, 4215, 16, 12, 123, 32, 9, 3974, 65, 10, 5535, 3, 8896, 8029, 60, 6448, 2, 6, 9, 5, 229, 3, 13, 11, 5, 8276, 2]"
125,0,"[12, 11, 44, 238, 8, 32, 380, 11, 2976, 7, 2606, 3, 19, 12, 1552, 317, 40, 193, 8, 9017, 21, 2]"
126,0,"[4, 39, 6731, 73, 50, 55, 5, 1716, 7, 1196, 16852, 2]"
127,1,"[45, 76, 3, 21361, 2830, 29, 9221, 20096, 30, 546, 7, 22, 155, 11, 177, 9, 1935, 3, 48, 1302, 8, 4, 192, 7, 2770, 17, 4, 2399, 2]"
128,0,"[86, 2894, 9, 1057, 321, 2, 2, 2, 8, 92, 5, 205, 5560, 2]"
129,0,"[23, 61, 128, 21, 62, 179, 16, 70, 33, 3434, 6878, 8, 134, 426, 76, 885, 702, 426, 428, 188, 2]"
130,0,"[12, 10, 5, 5463, 27, 6, 5, 3831, 38, 2]"
131,1,"[5582, 4, 4780, 220, 11, 1333, 16, 5, 5543, 4916, 3, 13294, 1199, 11, 356, 27, 44, 67, 9518, 4, 3533, 21, 139, 2233, 7, 4, 19020, 1346, 3, 19, 113, 893, 4, 447, 6, 4443, 13, 145, 4816, 4780, 244, 3, 220, 6, 281, 2]"
132,1,"[19, 59, 736, 10, 90, 112, 115, 636, 71, 59, 736, 10, 332, 107]"
133,1,"[38, 11534, 2546, 3, 36, 19570, 1097, 5, 6510, 2898, 87, 921, 10, 12634, 13, 22, 155, 121, 42, 1471, 22, 980, 4474, 6, 5536, 3, 5, 2911, 43, 8, 8100, 3, 58, 42, 134, 348, 921, 486, 42, 398, 22, 8436, 29, 882, 4571, 30, 5, 555, 2]"
134,0,"[2192, 7, 611, 10, 1252, 4, 81, 346, 690, 27, 227, 142, 65, 645, 634, 7858, 3, 12, 4216, 3102, 3994, 8, 2452, 6, 172, 1142, 1180, 203, 65, 19, 13, 1345, 119, 12, 151, 264, 309, 2]"
135,0,"[4, 740, 15, 315, 23, 1365, 5, 1374, 404, 6427, 10, 13, 12, 113, 119, 22, 1262, 16514, 6, 1790, 349, 55, 3, 16, 79, 50, 593, 3, 5, 998, 7, 1828, 3581, 2]"
136,1,"[19, 37, 38, 418, 3572, 6, 2428, 415, 36, 1235, 2001, 6, 822, 5, 935, 695, 17, 1066, 3, 4, 283, 129, 14, 665, 2]"
137,0,"[14, 99, 6157, 33, 270, 5461, 60, 66, 1529, 13189, 3, 8299, 8, 4836, 4076, 2160, 3, 174, 943, 54, 21, 5, 1507, 696, 2]"
138,0,"[4, 27, 397, 46, 16, 3621, 19, 9860, 2, 2, 2, 6, 1442, 1419, 49, 193, 7, 2122, 311, 2]"
139,1,"[82, 246, 14369, 364, 14, 214, 8, 5, 390, 5, 1083, 105, 613, 3, 20, 894, 54, 965, 3, 6, 258, 4, 5734, 5487, 63, 2143, 656, 2]"
140,1,"[16517, 13402, 777, 15660, 19967, 73, 17695, 12809, 20073, 1146, 8942, 563, 7697, 1040, 8683, 1261, 1146, 21233, 11449, 4560, 2059, 10176, 17987, 112, 115, 1620, 71, 16, 2]"
141,1,"[74, 76, 8504, 29, 3838, 7393, 112, 115, 636, 71, 3386, 5532, 30, 273, 9, 12648, 1807, 608, 4, 222, 10817, 29, 24, 1042, 24, 30, 21, 4, 2156, 3, 85, 10, 700, 269, 41, 139, 670, 9, 57, 15, 220, 547, 13, 526, 3, 85, 378, 8, 5, 99, 7, 5071, 4283, 2, 2, 2]"
142,1,"[1078, 10, 5, 827, 1061, 37, 4, 192, 2281, 2]"
143,0,"[4, 1011, 7807, 7, 4, 228, 33, 18079, 8, 4, 3524, 65, 5, 2459, 1356, 3077, 31, 4, 2432, 2306, 14356, 2225, 7, 204, 63, 6806, 6, 184, 699, 2]"
144,1,"[12913, 7, 1191, 3, 15719, 15, 4, 1128, 8, 1285, 4, 1593, 666, 13, 894, 202, 416, 105, 129, 3, 51, 3143, 4, 460, 7, 1917, 950, 11, 208, 342, 1730, 15, 4, 932, 1455, 2]"
145,1,"[129, 41, 58, 763, 83, 254, 3, 5, 400, 1290, 954, 3, 1186, 10012, 3, 572, 4, 4246, 6, 3216, 12, 16, 10235, 17, 4, 3317, 2615, 7, 2047, 3, 5, 400, 16657, 6, 675, 1924, 2]"
146,0,"[4, 214, 7, 4, 2135, 11, 3501, 10, 1114, 46, 7, 18, 669, 2646, 3, 85, 113, 199, 42, 5360, 8, 92, 40, 1097, 17, 4, 14137, 2, 23, 39, 10, 8, 32, 13451, 2]"
147,0,"[2, 2, 2, 173, 1484, 249, 1007, 17, 83, 1944, 330, 6, 2117, 343, 559, 2]"
148,0,"[80, 58, 42, 425, 13, 80, 2057, 19184, 71, 12, 570, 32, 50, 5983, 8, 425, 13, 80, 479, 12, 1070, 3, 639, 3, 18485, 9, 4413, 87, 6, 293, 5214, 3, 9, 34, 78, 2]"
