,review,sentiment
39,at arrival we got some confused information that the first night our booking had been changed to a nearby hotel if we accepted these changes we were promised a compensation for this inconvenience the hotel also assured us that everything was taken care of no need for payment etc at the spare hotel despite the assurance from sansi diputació we were requested to pay at check out from the spare hotel both for the stay and the breakfast both already payed for at return to sansi diputació no one had any knowledge about the the discussions additional transport etc took significant amount of time and energy despite repeated contact from both our side and the hotel has not responded or given any additional explanations or apologies and we never saw any breakfast that you can add to your stay is not worth the money save this and buy your breakfast at some nearby café also recommend to avoid this hotel due to the customer treatment,0
40,i had booked this hotel a few months before the visit once i arrived they told me there were no rooms for me as they accidentally overbooked now this is annoying but i know all hotels do it so i ca fault them for this they did give us free drinks and taxi us to another hotel relatively close by they had told me to get a receipt from the other hotel for breakfast so that they can refund me too this was all sounding great even gave me a card with a number to call in the morning so they could arrange a taxi to take our bags back over and put them in the room for morning comes around i get my receipt call the number on the card and i met with this number has not yet been assigned to an agent the staff at the illunion hotel were fantastic and helped get in touch with the sansi hotel only to find out that they had no record of me needing a room or for them to pick up my stuff after a bit of back and forth and the sansi staff calling a manager they realised they were supposed to give me a room and pick us up we dropped our bags off and headed out for the day the sansi hotel is in a great location minute walk to the docks upon returning to the hotel we checked in and i asked about the refund,0
41,hotel staff were very friendly and helped us out when expedia cancelled our booking without our knowledge they found us a room and kept the price of our original booking the room was great and included air con it is a bit far from the city so iif i was travelling to barcelona again i probably stay a bit closer to las ramblas,1
42,nice and cosy small hotel at barri gothic nice and helpfull personnel hours of reception close to rambla clean but small rooms just in the midle of the best of barca old building with ancient athmospere,1
44,i really loved my stay here friendly desk staff spacious room with equally spacious bathroom a great place to stay located behind the barcelona cathedral in the center of the gothic quarter a two minute walk to la,1
45,we booked our room at the hotel through secret rooms and were promised a star hotel in a central hotel is definitely not star the rooms are very dated and small and are desperately in need of refurbishment what was supposed to be a double bed was singles pushed are a few positives the staff at the hotel are very polite and friendly the location of the hotel is excellent within walking distance of the beach and most major attractions unfortunately this does compensate for the hotels faults our room was cheap for the nights we stayed i would stay here again,0
47,this is a very nice hotel on a reasonable price the location is good in terms of interesting sights and metro stops although the hotel is located on the top of a hill which might be an issue for people with difficulty walking there is a flat walk to a metro station about min away i would recommend this hotel of a nice quiet stay,1
48,i was visiting barcelona for nights for a hotel was down from approx a night to approx a night so i went with that despite it being a bit further from my conference than i have arrival i was pretty pleased i had paid a night there is nothing wrong with the hotel inside etc but it certainly would have been worth that staff member on reception was friendly dropped my bags off an popped out for food i returned around hoping to get some sleep ready for day of the am i was still trying the hotel is based on the corner of a busy road with junctions and a set of traffic city is very busy with mopeds which are of course fairly loud and with the lights you get them pulling off with the noise of the nights of this and upon my conference finishing i decided there was no point staying for another bad nights sleep before flying home the next day at additional cost to the wasted nights cost of around and the additional to change my flights i was left out of pocket it found be fair to say the lack of sleep impacted my a little bit narked that when i went downstairs to tell the reception lad i was leaving a night early because of the noise from the road he just nodded and said like leaving bad reviews but given the location alongside the road this hotel would be worth avoiding,0
50,we looked at a dozen hotels before selecting the regencia colon located next to its upscale sister the colon for a fraction of the took a taxi from the airport for and were dropped off at the square steps away from the front of the hotel i was concerned about other hotels located on closed narrow hidden streets and was relieved to see the regencia so close and visible from the street and fact that is the beauty and genius of this hotel it is metres from the main square within seconds you are in the middle of everything that is barcelona we arrived and walked straight down to the beach mins but it felt even shorter as we wandered through the gothic quarter down past the pier and onto sandy rambla and lunch at the boqueria were mins away so is the open public square placa reial where we had dinner it was a longer walk to the sagrada the next day mins but time passed quickly as we strolled up passeig de gracia to view the architecture and visit the shops next time we take the metro back from the sagrada to placa de catalunya the location was key as we came back to the hotel for late afternoon siestas before heading out for this is a review of the hotel not a travel guide and so let me say that was made very easy and welcoming by anselmo we were in room right above the hotel regencia,1
54,the hotel offers adequate rooms in a good location central close to transport shopping and various sites big minus we were charged twice for our two night stay we paid cash upon checking out and then our credit card was charged a few days later we are now aud plus card fees out of pocket if staying here be careful re payments also breakfast was crap,0
55,this hotel was a great find in the city of barcelona we were so well located to shopping restaurants and bars city sights and the beach we took public transport to and from the airport which was so easy we were also able to walk a lot which is a great way to discover the city we felt nothing but safe throughout our stay they have a hour desk and you have to buzz in during the late hours if you wish they can keep your passports in a safe free of charge while the furnishings are older the hotel is very well kept the room was clean we stayed in a private room with a full bathroom our room was basic two towels two bars of soap and a fan what else do you really need though all staff at the hotel were more than helpful a special thanks to marc antoni was so kind and friendly on a future trip to bcn i have no doubt where i will be staying,1
57,i was not happy with the lack of cleanliness for this hotel the cleaning staff did not change the sheets or pillow cases once in my night stay even when i pulled the sheets off the bed and put them on the floor with the dirty towels they were put right back on the bed each time the bathtub was moldy and would drain the water neither did the sink the elevators did not work much at all i ended using the stairs for fear i would get stuck our window view was of a dirty alley and brick wall the breakfast was decent enough i would not stay again at all,0
59,this is just a to my previous paragraph on serennia all went well the person met us with the keys on time we had a great week the apartment was spotlessly clean the balconies gave a lovely view of barcelona street activity we have already booked serennia for next year,1
60,goodlocation good bakery next door for breakfast that room was tiny little bigger than the double bed there is nowhere to put your luggage let alone sink had a large flat bottom and drained very slowly so anything in it like toothpaste settled on the bottom and would not rinse away the same for the shower in the shared bathroomthere was no hot water at all at times sometimes it was cool or moderately warm never was only electric socket and it was over the sink in a room for people my phone is not waterproof neither is my camera there was a to adapter but the electricity supply was unreliable my camera was not fully charged after hours the same with my phone at first i thought it was the to adapter causing a bad connection but it was the same when i plugged direct into the socket i could see the power light going off on my camera then i thought it could be the charger but it did not happen at all when i plugged it into a socket in a nearby bakery so it was the socket in the room the lift was very slow and was blocked from use by the cleaners in the morning i needed the use of the lift as i can not carry heavy weights for long distances i had to carry my luggage down flights on because the cleaners were using the cleaners cleaned the bathroom at on a saturday,0
61,everything about this hotel exceeded my expectations the location is ideal for exploring walking distance to the gothic area the medieval synagogue in the jewish quarter markets las ramblas gaudi casa batlo fabulous restaurants cafes the big plaza and shopping on passeig de gracia the building beautifully renovated and chic breakfast superb and the room had all the comforts of home plus what really makes it special however is the amazing staff everyone from the front desk doormen bell hop and waiters to the manager went out of their way to be beyond helpful and genuinely kind during our four night stay if i am lucky enough to be in barcelona again i will definitely stay at the grand hotel central,1
62,from the moment we walked thru the doors our stay could not of been better we arrived on their opening day everyone was so friendly and kind marjorie at the front desk was great check in was smooth and fast we got a great last minute deal on our room we loved all the small details in the room from the pencil and notepad the coffee cups the pillow menu if you want a specific pillow not a problem we took advantage of their continental breakfast great way to start the day one of the servers paola gave us some great recommendations on restaurants and bars thanks again paola the hotel is in a great location we walked everywhere the beach was about a min walk the rooftop pool was a great way to cool down after a day at the beach the ice cream floaties were a nice touch as well we ca wait to visit barcelona and yurbban passage again thank you for a great stay,1
63,this excellent hotel has a great location and a very helpful staff the swimming pool has an amazing view i wrote down my when i made the booking and the very friendly man who checked me in made a successful effort to make me happy someone else whose service stood out was the doorman alonso who gave me some good suggestions for exploring the area by foot on the night all the taxis in barcelona striked one suggestion for improvement i was not impressed by the quality of the food and coffee at the breakfast buffet,1
64,what an incredible experience i could not fault this hotel the location the room the staff the breakfast and the amazing roof top pool made it the best hotel i have stayed in anywhere in the world there not a lot i can add apart from i will be back,1
65,week really was long enough in this hotel we were greeted so warmly by all staff when we checked in we were offered cava coffee and water our bags taken to our room for us and staff explained all that was needed to know about the room rooms were spacious com and clean every staff member went above and beyond their job asking about our day and certain staff recognising us each day breakfast was beautiful and amazing buffet selection perfect for anyone and enough variety to not get bored after a week the city restaurant offered amazing food service was excellent and food amazing we felt like we ordered way too much food but the value for money was incredible and finally the sky bar a beautiful pool sun beds and fresh towels a large range of cocktails and the tapas option in the evening was perfect for a light nibble for would definitely recommend to anyone and we hope to return in the future,1
66,my husband and i stayed at this amazing hotel for just two nights but we were made to feel so welcome it was our wedding anniversary and chose this hotel for the central location and rooftop pool area nothing disappointed and everything exceeded our expectations friendly staff throughout the hotel we were greeted with a glass of cava a room upgrade and champagne on ice sent to our room the pool area is breathtaking and we enjoyed our evening set meal too i would recommend this hotel to everyone visiting barcelona that are hoping for a central location with a sophisticated touch thank you grand hotel central you helped my husband and i make some wonderful memories on our anniversary,1
68,ca beat the location of this hotel right in the middle of the heart of barcelona walking distance to everything the beach is min walking you got everything you need in the la rambla room was clean and spacious the guy at the reception was funny and tried his best to help us out planning our trip in terms of sightseeing and what to see good value for the money,1
70,i stayed here for two nights with my fiancé for a break in barcelona i could fault it one bit the hotel is in the heart of barcelona just off la ramblas down an alleyway the hotel staff were very friendly and welcomed us on our arrival our room was very clean and modern clean towels were also available the room was very comfortable outside the hotel was slightly noisy as there appears to be a outside the hotel which could be a problem for some is a restaurant service meals and snacks we attended the restaurant for our breakfast and had two cooked breakfasts and coffee costing approx each we both enjoyed the breakfast the hotel is situated in the heart of barcelona and we used the nearby underground station just a couple of minutes from the hotel on las ramblas and we got around quite a bit of barcelona and saw some very famous landmarks an all day ticket costs around the underground service is fantastic on the day of departure we still had a full day left in barcelona hotel staff were very accommodating and kept our luggage at the hotel for us in a safe place we came back and forth that day and they allowed to access our luggage at anytime without any problems all in all we were very happy with our stay at may ramblas hotel and we will definitely be coming back here to stay thank you very much to all the,1
71,like in many other industries lack of skills and improvisation do not bode well for hotel eur night without breakfast in line with some of the cheaper but real for the same dates is around the corner and bingo you would expect a proper hotel management not some type of experience in the evening reception closes and check in is delegated to a clueless nice night guardian who only speaks spanish and takes pictures of your passport with his mobile phone ops also he has no idea whatsoever of the hotel facility room features etc some work done to remove the persistent sewage odor from the hotel modest air conditioning in the room only works while you are in so when we arrived we were greeted by room temp of degrees how nice no minibar if you are thirsty during the night you have to convince the night guardian to sell you a no the usual low pressure water from shower icing on the they close the nice roof terrace small pool when they feel like it with no real reason very light rain in the morning of july it then stopped at lunch time and in the afternoon and weather turned to sunny spells at no chance to access the roof terrace when asked the receptionist said they keep lounge chairs covered with plastic to avoid them getting wet and he told me it reopens at manager discretion likely the next day likely furnishing a roof outdoor terrace with,0
74,stayed at this hotel for night due to us booking a cruise it was perfect for us view was lovely from our room we had a balcony where we could sit and chill room was lovely clean staff friendly breakfast included and was plenty of choices book here again,1
75,the location of this hotel was brilliant for us there is a square just outside the hotel that does get busy as other reviewers have mentioned but we did find this intrusive and were pleasantly surprised by how clean it was again by the next morning lots of little streets to explore with a wide variety of bars and room was nicely finished in a contemporary if slightly minimalist style the bed was incredibly comfortable and we both slept well there were a few minor niggle points in that there was no fridge iron or tea making facilities within the room in fairness they were not listed within the amenities but we felt the room would have benefited from having them the biggest problem for us was the sliding bathroom door this had obviously been fitted as a space saver which would have been fine except we really struggled to get it to slide across and could get it to move at all after our first day so it possibly needed to be a higher spec this left us a little compromised in terms of bathroom access we did mention this problem at reception but unfortunately it was not resolved for the rest of our did use the ground floor bar or dining room but both looked pleasant the rooftop terrace and pool were lovely for relaxing in the sunshine drinks and snacks were available from downstairs but would have benefited from an order system down to were friendly and,1
76,we checked in for one night at this hotel at about the just went off when we called the front desk we were told the technician was at home and would not be able to attend to the issue until the following morning when we asked to be moved we were told the hotel was full when we asked to speak to the manager on duty we were told she is not answering her phone we ended up suffering through the night at c or degrees beds are saggy and wifi weak what a terrible place lacking any sense of customer service the only saving grace is the location but for the money i am sure we can do better,0
79,the hotel is located in a very nice zone close to the beach the rooms are clean big with clean staff is recommend this place also for families with is breakfast is international,1
80,room the room itself was basic the bed was very comfortable and clean and the shower worked as it should was also very effective the safe could be rented with a deposit of euros which was returned wifi was particularly fast but it was alright and connected easily enough we were happy with almost all apart from one were really helpful and friendly you had to give in the key when leaving and collect when returning the staff were casual and friendly unlike many hotels i visited over the years breakfast very basic bread which you could toast cured meat ham cheese shrink wrapped croissants and cakes yogurt limited fruit oranges and bananas orange juice and tea and coffee sometimes there was less of a selection as the guy who was looking after breakfast most mornings did exactly rush to fill things up we did get a bit bored of this but it was ok for a bit of something to start the great location about minutes walk to las ramblas and the sagrada familia minutes to the beach metro station was too far away for those journeys where we did want to walk as much for us it was ideal not in the touristy bit and in an area where you saw real citizens of the it was a basic hotel with helpful staff and in a good location we did really hear noise from other guests either we would stay there in a sort of apartment building so,1
81,stayed here for vacation the hotel is in a good neigborhood right next to the beach and close to restaurants stores and public transit we lost our connecting flight so they adjusted our stay with no extra charge they were very kind at the front desk they charged my iphone for me as i did not have an international plug they have a good breakfast it does have sugary juice as someone pointed out but the coffee is good with buffet of eggs meat and yogurt and cereal there are some specifically spanish sausages and flan i found the rooms to be clean and the bed perfectly comfortable since i had read the warnings about hot water i used the lukewarm which was fine room had good mirrors closet drawers television,1
82,this hotel was just what we needed for our long weekend in barcelona rooms are fine with air con and safe although i did miss making facilities minute walk to the beach just be aware it near the nudest beach nice buffet style breakfast was welcome in the morning wifi was fine in our room on floor minute walk from the metro reception staff very helpful great base for lots of walking and exploring the city and the beach,1
86,the rooms are clean and comfortable our room was a little warm we could not control the air conditioning the elevator was a little scary as it bounced when it approached a stop they have a really nice breakfast which was not included in our reservation it is a person we bought it and we very pleased with it it had fruit pastries eggs cold cuts cheese it is far from the old town and most attractions we had to take the metro to get places it was bad to take the metro very easy the is two blocks down the street there are also lots of restaurants in the area most of the staff was friendly and helpful one or two were not,1
87,we stayed here for days the room was clean and spacious with a big bed the hotel is very well located there are lots of shops around supermarket the metro maria cristina is walk from the hotel which is very good to get to the city center to get to catalunya the reception of the hotel were very kind and nice the only bad point was the isolation of the room because we could sometimes hear our neighbors but only when they did scream or laugh recommend this hotel and will come back for sure for my next barcelona trip,1
88,the hotel was nicely situated in the city closer to the mountain than the cruise port the staff were friendly and quite accommodating as we arrived early from our flight and were let into one room for storage of our luggage we found the room to be typical of european hotels a bit small compared to us but nicely situated the bathroom was rather open with frosted glass surrounding it rather than actual walls the power points outlets were european so converters were needed for us taxi fare to the cruise port was from here the breakfast was good and open at appropriate times offering both hot and cold options the front desk staff were very helpful at arranging rides and providing directions for us clean and comfortable accommodations would definitely stay here again,1
89,our family group of eight people stayed at this hotel for two nights four rooms we used our visa cards to get a free breakfast which was wonderful the front desk staff was so friendly especially rebecca i accidentally left my sport coat in the closet of my room as we went on a cruise ship rebecca found it and saved it for me to pick up two weeks later when the ship came back to barcelona i ran in on the way to the airport and she had it ready for me outstanding service the hotel only has about rooms and is reasonably priced compared to other barcelona hotels but with the service expected in a marriott hotel great service by the english speaking staff it is only a few blocks from the bus and you can get your tickets at the hotel front desk they have internet enhanced internet is free for marriott gold members even if you are not a gold marriott member this is a great hotel it is a couple of blocks from a nice park great for the morning run or in my case a place to relax and smoke a cigar i highly recommend this hotel when in barcelona,1
90,arrival without booking at pm dying for a bed a slow finding out if there a room starts said there was but in a hotel they do know and need to check the price he offers is higher than in and when i suggest that i can instantly book it there he says no more min typing in the computer in the process the only guy takes two long phone calls after the second he says he needs to go to attend a room service and that we should wait when min later he is back after my comment of i hope now you paying attention to us he answers back that we can look for another hotel if we want we certainly did we left and found other much nicer faster and warmer receptionist,0
91,possibly one of the worst hotels i ever stayed at in my entire life i have been to motels in thirds world countries that are painted better than this there is about one advantage of staying at this place the hotel is within walking distance of shopping centers a few good restaurants and public transportation now let me tell you everything that was wrong with this hotel during my stay in roon the sink would not drain properly we brought our baby with us and it was incredibly tough to wash bottles in the sink when the water wo drain pictures attached the shower space has mold all over the place pictures attached no clock safe or iron available in the room is extremely small but rates are comparable to other better hotels the hotel staff are all nice but tend to either give you bad information or information that contradicts other staff members more on this later there are two phones in the room which makes no sense because the room is extremely small and does need some hotel staff may tend to argue with you about the quality of the hotel more on this later the ac is as powerful as you expect it to being a marriott gold member means absolutely nothing supposedly there are no upgrades for rooms at this hotel more to come on this later every time i asked for a better room i got one of there are no upgrades available right all,0
