date,hotelLocation,hotelName,hotelStars,hotelUrl,review,score,title,url,userId
"August 3, 2017","21-25 Harcourt Street, Dublin, Ireland"," Russell Court Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d212668-Reviews-Russell_Court_Hotel-Dublin_County_Dublin.html,"Lovely olde worlde hotel,spotlessly clean,very nice rooms the decor is amazing,couldn't believe how many people were at the nightclub under the hotel on a Tuesday evening! Could of been the€2 a pint offers! Security on door on an evening to stop people from club wandering into hotel! Great cooked breakfast next morning,good choice of continental as well,only fault I could pick,beware the windows open very very wide! Be careful if you have children",5,Mid week break,https://www.tripadvisor.com/ShowUserReviews-g186605-d212668-r508555630-Russell_Court_Hotel-Dublin_County_Dublin.html,Anita C
"August 4, 2017","21-25 Harcourt Street, Dublin, Ireland"," Russell Court Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d212668-Reviews-Russell_Court_Hotel-Dublin_County_Dublin.html,"Stayed one night, at a hugely overpriced rate, got back to hotel at about 12 midnight. Got to sleep at about 5:30am. Made complaint at about 3am to night manager (Mark, who was very nice it must be said) about the noise, as was told by the receptionist that it would continue until probably 4:30. I was aware of the nightclub when I made the booking, and was prepared to be awake till around 3, but 5:30 is ridiculous. Nowhere on the website does it specify when nightclubs close or when the noise is likely to settle down.Our room faced onto the street, and the windows are not double glazed. The noise from the street, coupled with the noise from the nightclub, was deafening. On checkout I refused to pay the full fee, and without even coming to meet me and apologise, the manager on duty told the receptionist to give me a discount. Now, while I appreciated the gesture, the reduction only brought the charge down to the 'normal' nightly rate, which in my opinion is still overpriced. This is a perfect hotel for those who plan to be out all night, and only get a little bit of sleep. Not for anyone who is going to bed 'early'.",1,Do not stay here if you want to sleep!,https://www.tripadvisor.com/ShowUserReviews-g186605-d212668-r508649298-Russell_Court_Hotel-Dublin_County_Dublin.html,LKJ2012
"August 5, 2017","21-25 Harcourt Street, Dublin, Ireland"," Russell Court Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d212668-Reviews-Russell_Court_Hotel-Dublin_County_Dublin.html,"Gorgeous period hotel. We were more than pleased with our room, really nice fireplace very quirky furniture and the tea/coffee making area was fab, up a little flight of stairs. Its an old hotel and you get exactly what you expect form it. The rates were the cheapest I've seen in Dublin. €70.00 for B&B , Good breakfast excellent choice for the meat eaters, I would have liked to had some fried mushrooms as I'm a vegetarian, but otherwise lovely choice of continental too. The staff were more than friendly. The service is excellent, the food and drinks were very cheap in Dicey's garden bar. We were here on an anniversary trip. I would not recommend this hotel if you are expecting a good nights sleep or you have kids? you wont get it. But as for me once my head hits the pillow especially after a few drinks, I slept like a baby. We had a great time.",4,PERFECT NIGHTS SLEEP FOR THE NIGHT OWLS ONLY!!,https://www.tripadvisor.com/ShowUserReviews-g186605-d212668-r508948696-Russell_Court_Hotel-Dublin_County_Dublin.html,Liz H
"July 10, 2017","23 - 24 Eustace Street, Dublin 2, Ireland"," River House Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d208543-Reviews-River_House_Hotel-Dublin_County_Dublin.html,"Hotel is older , but clean , cozy yet comfortable. We were looking for a place to lay out heads. This fit the bill. Price was good , you get what you pay for. Like the Big Bang theory the elevator does not work , but we knew that ahead of time. This hotel is in the heart of the temple district with shops, bars and numerous restaurants just outside the door. We found all forms of transit within simple walking distance. Staff is friendly. No early checkin .",2,First time Ireland,https://www.tripadvisor.com/ShowUserReviews-g186605-d208543-r500522255-River_House_Hotel-Dublin_County_Dublin.html,sepp1962
"July 13, 2017","23 - 24 Eustace Street, Dublin 2, Ireland"," River House Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d208543-Reviews-River_House_Hotel-Dublin_County_Dublin.html,"This hotel cost us 170 euros per night. I would rather sleep on the street. I don't know where to start- staff friendly enough, but they would have to be at rates like this. The rest is dreadful .Our room was 6 foot above a very loud noisy night club, youths congregated right below our room shouting, smoking swearing, and very loud music. I had one hours sleep. That's all. the room was hot, so you had to open the window to cool down. This let bugs into the room, where I was bitten all over.The hotel furniture is basically hand made rubbish gloss painted.The TV? It must be 30 years old, 6 inches square and 8 foot off the ground, with no remote, so basically, only one channel.Unless you are young, and a very expensive place to rest your head- go to the more famous hotels, there are plenty off them.",1,This must be the worst hotel In Dublin,https://www.tripadvisor.com/ShowUserReviews-g186605-d208543-r501531125-River_House_Hotel-Dublin_County_Dublin.html,Mr_RichardR
"July 20, 2017","23 - 24 Eustace Street, Dublin 2, Ireland"," River House Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d208543-Reviews-River_House_Hotel-Dublin_County_Dublin.html,"Stayed for 2 nights and as per previous review writer, I would probably rather sleep on the street if given the choice of returning! The staff were friendly enough. However, the rooms were the most run down that I have ever seen. In my employment I have seen very poor homeless accommodation that is like the ritz compared to the river house. The street noise was unbelievable, even with the windows shut. Avoid here if you are a remotely light sleeper. The location is handy for central Dublin but have your wallet ready to be ripped off throughout Dublin. The shower was powerful but the bathroom was very outdated and tiles were loose on the floor and roof. The hotel recommended a parking block and with the hotel stamp we got a couple of euros off the parking bill. Beware - do not park on this street outside this hotel as you are sure to be clamped, we seen this frequently during our two day stay. I didn't expect to stay at a top notch hotel but this 'hotel' is grim. All visitors to the hotels looked disgruntled and miffed!",1,Guest House Paradiso meets Fawlty Towers! ,https://www.tripadvisor.com/ShowUserReviews-g186605-d208543-r503931944-River_House_Hotel-Dublin_County_Dublin.html,Kathleen R
"July 21, 2017","38-39 Parkgate Street, Dublin 8, Ireland"," Phoenix Park Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209074-Reviews-Phoenix_Park_Hotel-Dublin_County_Dublin.html,"The location is great - next to the train station and public transportation. The bus stop of 747 to the airport is right next to the train station. The breakfast is simple, but I have no complaints because of the good price. The room is clean and comfortable. They gave me a quiet room.",4,An excellent one night stay,https://www.tripadvisor.com/ShowUserReviews-g186605-d209074-r504334953-Phoenix_Park_Hotel-Dublin_County_Dublin.html,btf009
"July 18, 2017","38-39 Parkgate Street, Dublin 8, Ireland"," Phoenix Park Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209074-Reviews-Phoenix_Park_Hotel-Dublin_County_Dublin.html,"Stayed here for two nights, close to attractions and buses. Easy to find and bus from airport just stops around the corner. Staff are friendly and helpful. Very clean and tidy, beds are comfy also. Restaurant down stairs is pricey, and would be my only complaint.",4,Great Stay,https://www.tripadvisor.com/ShowUserReviews-g186605-d209074-r503262758-Phoenix_Park_Hotel-Dublin_County_Dublin.html,NicWalx
"July 24, 2017","38-39 Parkgate Street, Dublin 8, Ireland"," Phoenix Park Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209074-Reviews-Phoenix_Park_Hotel-Dublin_County_Dublin.html,Good hotel just on the outskirts of town next to the park bus station just across the road along with the tram would go back nice little hotel also you get a free Continental breakfast also free wifi and a good pizza shop just a cross the road with a few shops,4,U2 gig ,https://www.tripadvisor.com/ShowUserReviews-g186605-d209074-r505226750-Phoenix_Park_Hotel-Dublin_County_Dublin.html,Dean K
"August 2, 2017","38-39 Parkgate Street, Dublin 8, Ireland"," Phoenix Park Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209074-Reviews-Phoenix_Park_Hotel-Dublin_County_Dublin.html,"Not too imposing from the outside but don't be put off. Friendly staff, clean rooms and a lift. The only thing we missed was a cooked breakfast. Although that may have been our misunderstanding. The complimentary breakfast appeared to consist of (1) fresh juice orange/apple, cereals, toast, scone, marmalade and jam with tea or coffee.",4,Nice hotel ,https://www.tripadvisor.com/ShowUserReviews-g186605-d209074-r508137853-Phoenix_Park_Hotel-Dublin_County_Dublin.html,MaggieT49
"July 28, 2017","38-39 Parkgate Street, Dublin 8, Ireland"," Phoenix Park Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209074-Reviews-Phoenix_Park_Hotel-Dublin_County_Dublin.html,"Location: Right Next to phoenix park, so walking distance to zoo and only short walk to main areas of Dublin, buses pass regularly, bars in area excellent.All staff we met were extremely helpful, male receptionist checking in on Monday 21st July in afternoon couldn't be more helpful, told us about the area and where to eat and drink, plus managed to check us in a little early as had an early flight and were both very tired. Room we had was very spacious, cleaned everyday to a high standard (my partner is a hotel housekeeper and she was very impressed with standard of rooms). would definitely use this hotel again if in Dublin.",5,"Really good hotel, great location",https://www.tripadvisor.com/ShowUserReviews-g186605-d209074-r506616096-Phoenix_Park_Hotel-Dublin_County_Dublin.html,James E
"July 9, 2017","24 Lower Leeson St, Dublin 2, Ireland"," Leeson Inn Downtown ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209077-Reviews-Leeson_Inn_Downtown-Dublin_County_Dublin.html,Booked this hotel for a visit overnight to see coldplay in concert. 200 euro reserved on card. Met with a rather abrupt receptionist who handed us our key and left us to it. Up a narrow staircase we found our room. Brown musty loose fitting carpet flowed from the downstairs right up into our room. The beds were at an L shape. Never seen before!! A door mat was set in front of one bed obviously to wipe your feet when getting out of bed. Sitting on the creaky bed I looked up to see that upstairs had leaked a lot of water that had run down the walls and dried in. Black spot everywhere. The window rattled all night and when we woke up the next morning the sun shone through the moth holes in the curtains. 200 euro and not even a breakfast. Really disgraceful. How do these people get away with calling that place a hotel. A dog hotel would be more apt. Shameful and quite insulting that the owner would assume people would gladly stay and pay for the exceptionally poor excuse of accommodation.,1,Musty cupboard,https://www.tripadvisor.com/ShowUserReviews-g186605-d209077-r500023068-Leeson_Inn_Downtown-Dublin_County_Dublin.html,claredonaghy
"July 13, 2017","24 Lower Leeson St, Dublin 2, Ireland"," Leeson Inn Downtown ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209077-Reviews-Leeson_Inn_Downtown-Dublin_County_Dublin.html,Needed a hotel/inn for coldplay concert and saw leeson inn on booking.com for just under €200 for 1 night the fotos looked good and felt that for the price it must be good. The reality was a dirty hole damp walls black spot all over curtains dirty brown carpet with car mats strategically covering stains badly broken glass in front window that permanently rattled noise from street all night the beds ....I've never seen a bed arrangement like it....... I could go on but couldn't give the place any more airtime ... I would say that if you had a big smelly dog and needed to stay in an inn this would be the one as it has the ambiance of a dog kennel,1,Dirty filthy noisy chancers,https://www.tripadvisor.com/ShowUserReviews-g186605-d209077-r501795502-Leeson_Inn_Downtown-Dublin_County_Dublin.html,bigtBelfast
"July 10, 2017","24 Lower Leeson St, Dublin 2, Ireland"," Leeson Inn Downtown ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209077-Reviews-Leeson_Inn_Downtown-Dublin_County_Dublin.html,"Picked as a relatively inexpensive option for one night prior to flying out of Dublin so just looking for a basic place to sleep in a convenient location; expected it to be noisy given the busy street...did meet these expectations. However, a fresh coat of paint (everywhere!) and a new mattress and pillows with even a bit of fluff to them would greatly improve the quality of the stay. Mattress was so saggy and lumpy that we could only sleep on the edges of the bed and pillows might as well have been folded blankets stuck in pillow case. Triple glazing on windows would also help",2,A few basic improvements would make a big difference,https://www.tripadvisor.com/ShowUserReviews-g186605-d209077-r500172522-Leeson_Inn_Downtown-Dublin_County_Dublin.html,Sue A
"July 18, 2017","24 Lower Leeson St, Dublin 2, Ireland"," Leeson Inn Downtown ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d209077-Reviews-Leeson_Inn_Downtown-Dublin_County_Dublin.html,"This hotel was pretty cheap compared to other hotels in the city of Dublin. It's small, in a residential area, with a bus stop close by and several shops to get breakfast and snacks at all within the block. The staff were very nice. There was no A/C which made trying to sleep in July a bit difficult. The wifi was very spotty in our 2nd level room, which was bigger than we had booked. It's in walking distance to Grafton Street for shopping and if your healthy you can walk to the Temple Bar area, Dublin Castle etc. I would stay again for the right price.",3,You get what you pay for,https://www.tripadvisor.com/ShowUserReviews-g186605-d209077-r503282268-Leeson_Inn_Downtown-Dublin_County_Dublin.html,Steve L
"July 6, 2017","84 - 87 Lower Camden Street, Dublin 2, Ireland"," Camden Deluxe Hotel ",2.0,https://www.tripadvisor.com/Hotel_Review-g186605-d212801-Reviews-Camden_Deluxe_Hotel-Dublin_County_Dublin.html,"Don't be fooled by the photographs posted of the new refurbished room because like everyone else you will be told that they are not available and will not be available for the duration for your stay. The hotel is very run down however it's really only suitable for young people who don't mind the noise from the nightclub below and don't have very high standards. The blonde receptionist was very rude, but the male night porter/receptionist was very welcoming.",1,Not what it's made out to be,https://www.tripadvisor.com/ShowUserReviews-g186605-d212801-r499180148-Camden_Deluxe_Hotel-Dublin_County_Dublin.html,EllenJAlexander
"July 15, 2017","84 - 87 Lower Camden Street, Dublin 2, Ireland"," Camden Deluxe Hotel ",2.0,https://www.tripadvisor.com/Hotel_Review-g186605-d212801-Reviews-Camden_Deluxe_Hotel-Dublin_County_Dublin.html,"Good points: - Clean refurbished room- Friendly reception staff - Comfortable bed and nice duvet - LOCATION! Right in the middle of everything. - Price - cheaper than other hotels in the area. Bad points: - NOISY. On top of a night club. Even the complimentary earplugs don't make a dint. Music goes on until late. - No onsite food, though there are lots of local options and supermarket opposite. Overall, don't think I'd come again but I bet it's great for groups of young people and hens/stags who want a party!",3,Good for hens/stags and young groups,https://www.tripadvisor.com/ShowUserReviews-g186605-d212801-r502129021-Camden_Deluxe_Hotel-Dublin_County_Dublin.html,Sarah R
"July 17, 2017","84 - 87 Lower Camden Street, Dublin 2, Ireland"," Camden Deluxe Hotel ",2.0,https://www.tripadvisor.com/Hotel_Review-g186605-d212801-Reviews-Camden_Deluxe_Hotel-Dublin_County_Dublin.html,"I stayed on the 16th July and the hotel is as described. It is no secret that the hotel is attached to a club or that its likely be noisey (it is Dublin and anywhere near the town is bound to be). I had a double room which was bigger than I expected. And yes it's Def not a 5 star hotel but for the price and location it's reasonable. The room was clean along with the bathroom and clean towels in the room.The room had a coffee/tea station, a hairdryer and ironing facilities and a book to advise of local attractions and the hotel attributes.The only critism I would have is that the shower head looked like it could be cleaned better, and the bath had seen better days (was clean, but old) and there were markings in some of the walls where fixtures had been moved and the WiFi password in their handbook did not work but the receptionist did offer this when we checked in. I would say if your looking a quiet hotel it's not for you but if u need somewhere to crash close to town then it's ideal.Staff were pleasant both during check in and check out times so I would personally stay here again.",4,It's as described,https://www.tripadvisor.com/ShowUserReviews-g186605-d212801-r502864180-Camden_Deluxe_Hotel-Dublin_County_Dublin.html,zara g
"July 15, 2017","Fitzsimons Hotel 21-22 Wellington Quay, Dublin 2, Ireland"," Fitzsimons Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d213301-Reviews-Fitzsimons_Hotel-Dublin_County_Dublin.html,Exactly what it says on the tin. The hotel isn't very pricey so don't expect 5 star luxury. However it is right in the centre of temple bar so ideal for that!The room was to a good standard and always kept clean daily. However many improvements could be made but cannot complain with the price we paid.Although it is above a very busy bar I didn't hear this once during our stay but we were on the 3rd floor! Ideal for those who aren't planning on spending much time in the hotel and want to be right in the heart of temple bar!,4,Pay for what you get,https://www.tripadvisor.com/ShowUserReviews-g186605-d213301-r502213442-Fitzsimons_Hotel-Dublin_County_Dublin.html,Bellini24
"July 22, 2017","Fitzsimons Hotel 21-22 Wellington Quay, Dublin 2, Ireland"," Fitzsimons Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d213301-Reviews-Fitzsimons_Hotel-Dublin_County_Dublin.html,"Good location in Temple Bar, walking distance to the attractions. Staff was very nice and helpful.The room was spacious, but very dated. It was very loud at night despite being on the second floor with windows closed-can hear everything happening below.",3,"Good location, dated hotel",https://www.tripadvisor.com/ShowUserReviews-g186605-d213301-r504535844-Fitzsimons_Hotel-Dublin_County_Dublin.html,Jenn S
"July 15, 2017","Fitzsimons Hotel 21-22 Wellington Quay, Dublin 2, Ireland"," Fitzsimons Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d213301-Reviews-Fitzsimons_Hotel-Dublin_County_Dublin.html,"My daughter and I stayed at this hotel last week and we liked it quite well. It was clean the staff friendly and The breakfast was good and we didnt need to stop for a lunch break as breakfast was filling. The view was great too we were on the third floor and we saw and heard lots of seagulls and life going by on the millenium and ha penny bridges which were directly opposite the hotel. The location was great you could go nearly everywhere on foot as it is very near to nearly all the attractions. One negative review for people who tend to have dufficulty sleeping is that there is a pub under the hotel so there is a lot of noise till about 3 in the morning.... However when one books one is told when booking that there will be noise in the evening till the early hours of the morning so one knows what to expect. In our case we both slept well as after a long day of sightseeing , shopping and ending the day with a beer or two we were usually tired out. All in all we enjoyed our stay in this hotel and I would recommend it to anyone who wants to be within easy reach of main attractions.",4,Good location ..... Not good for light sleepers :),https://www.tripadvisor.com/ShowUserReviews-g186605-d213301-r502159996-Fitzsimons_Hotel-Dublin_County_Dublin.html,Marlene F
"July 31, 2017","Fitzsimons Hotel 21-22 Wellington Quay, Dublin 2, Ireland"," Fitzsimons Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d213301-Reviews-Fitzsimons_Hotel-Dublin_County_Dublin.html,"This hotel is extremely dated and dirty! There are broken tiles on our bathroom floor and mold in our shower. The hotel does not have in room a/c so it's loud with the windows open and all I hear are seagulls, drunk people and traffic!",1,Worst place ever - don't stay here,https://www.tripadvisor.com/ShowUserReviews-g186605-d213301-r507624058-Fitzsimons_Hotel-Dublin_County_Dublin.html,Betsy S
"August 1, 2017","Fitzsimons Hotel 21-22 Wellington Quay, Dublin 2, Ireland"," Fitzsimons Hotel ",3.0,https://www.tripadvisor.com/Hotel_Review-g186605-d213301-Reviews-Fitzsimons_Hotel-Dublin_County_Dublin.html,"So we stayed in the room that has the odd 'box' corner window. Lovely room, nice and big, en suite and tea and coffee making facilities. I however am an idiot and after taking a shower walked to the window and stood in it looking at the view, drying my hair... It was then I looked up and saw a lovely male couple on a roof terrace on the other corner giggling and looking at me... I waved, closed the curtain and hoped I hadn't traumatised them too much!Hotel was lovely, clean and breakfast was basic but edible. Hotel could do with a much needed refurb though... but... then you'll all moan it's too pricey!It is noisy there but you are right smack bang on temple so don't expect silence! I love Dublin but my goodness it's expensive there!",3,Nude Window display,https://www.tripadvisor.com/ShowUserReviews-g186605-d213301-r507820180-Fitzsimons_Hotel-Dublin_County_Dublin.html,Owlzy
"July 11, 2017","74 / 75 Lower Gardiner Street, Dublin 1, Ireland"," Maple Hotel ",2.0,https://www.tripadvisor.com/Hotel_Review-g186605-d212808-Reviews-Maple_Hotel-Dublin_County_Dublin.html,"Maple hotel was an uninspiring experience. Ok, the location is good, but that is the only positive response I can give. We had a ""double"" the size of a cubicle. One had to sit in the bed while the other moved.. We were on the first floor, facing the heavily trafficked street. Thank god we had earplugs.",2,A noisy wardrobe in Dublin,https://www.tripadvisor.com/ShowUserReviews-g186605-d212808-r500692321-Maple_Hotel-Dublin_County_Dublin.html,Kerstin D
