,label,index
10,0,"[8298, 2300, 2516, 3688, 583, 3939, 5361, 2161, 3688, 8343, 785, 3458, 1830, 8152, 4286, 1885, 1817, 7738, 7874, 3456, 3939, 3458, 8008, 5774, 932, 6174, 6230, 1189, 3094, 5492, 6517, 3688, 5204, 5361, 2161, 7818, 6244, 6753, 4279, 2884, 4055, 1540, 5794, 6496, 5753, 418, 4055, 7480, 6967, 3683, 5436, 8846, 4409, 3458, 5488, 4591, 4055, 3458, 7409, 4279, 2884, 6517, 1540, 3804, 595, 7818, 4936, 3961, 6967, 7818, 6322, 1556, 3769, 7884, 1540, 3219, 595, 4409, 3458, 5753, 1375, 7480, 7109, 5458, 3024, 7370, 3683, 7818, 2161, 4279, 7094, 2718, 3458, 45, 7738, 1138, 7621, 4321, 5350, 8133, 4128, 8347, 7884, 8588, 1540, 5753, 8125, 7818, 3998, 3024, 6517, 3589, 7755, 1891, 3683, 3493, 8125, 3458, 8008, 3393, 7212, 161, 8156, 3458, 2115, 6244, 4233, 4055, 2230, 7884, 1979, 8118, 3458, 8152, 4055, 5309, 3458, 2593, 7818, 557, 7570, 8692, 3458, 643, 4187, 3023, 3410, 69, 5361, 2161, 6244, 3909, 2234, 2369, 6244, 6517, 3410, 2313, 7884, 3458, 8453, 6277, 5361, 2161, 4279, 8781, 2710, 8878, 3795, 6325, 4055, 3958, 257, 4279, 1138, 4279, 2234, 2369, 5361, 3511, 2161, 3961, 2034, 7884, 453, 5876, 6967, 5361, 2161, 331, 1984, 2485, 7932, 4279, 5038, 5991, 8784, 5701, 7667, 6244, 2810, 9015, 3458, 2369, 5283, 6244, 7844, 7211, 3458, 3467, 4618, 6244, 3688, 1889]"
11,0,"[5229, 6517, 5283, 6244, 482, 7738, 3135, 7738, 3458, 8369, 1281, 6244, 815, 7818, 8687, 4629, 5738, 6244, 3458, 491, 6967, 2875, 6244, 3458, 4629, 7932, 4055, 2040, 5471, 4279, 8789, 1540, 9018, 2385, 7667, 7818, 3503, 2616, 6517, 3458, 2369, 7738, 1058, 1164, 8925, 7089, 3458, 5901, 1281, 1096, 4279, 7370, 8298, 6244, 3458, 6576, 8532, 8750, 7818, 2161, 5055, 5917, 1540, 9018, 7738, 5719, 8133, 2161, 4880, 6517, 3458, 7211, 3458, 2369, 6244, 6961, 7738, 3458, 1928, 457, 6277, 5458, 4012, 7738, 6279, 799, 7109, 7990, 5083, 5458, 482, 2031, 2369, 3024, 7238, 8901, 6967, 8298, 8757, 2234, 3626, 2257]"
12,1,"[5361, 5471, 4279, 7094, 4279, 5533, 7990, 3458, 221, 2671, 6277, 3683, 6244, 2879, 908, 4279, 6769, 3688, 2369, 3458, 6909, 2402, 8438, 3458, 3134, 7211, 5458, 4629, 2161, 3688, 2369, 4055, 3688, 3557, 616, 6319, 3458, 616, 6244, 482, 5361, 7424, 2161, 3688, 3134, 4055, 3688, 2219, 616, 3458, 4986, 6244, 5008, 7738, 3458, 3161, 1885, 2810, 3456, 7738, 6822, 3458, 6909, 5774, 4071, 4279, 7056, 7738, 2405, 7905, 5774, 2810, 6550, 4050, 82, 3258, 4541, 2798, 8188, 8160, 2670, 1513, 7583, 7038, 7056, 5774, 4071]"
13,0,"[5008, 4430, 5008, 4331, 2198, 6586, 7738, 1328, 7564, 5766, 5221, 2300, 616, 5766, 273, 7738, 5458, 6961, 3458, 2369, 6319, 2836, 3782, 6800, 2234, 8075, 2369, 2161, 3688, 7238, 6277, 8173, 8404, 4055, 5374, 4039, 7738, 2161, 7238, 4880, 2328, 8692, 8518, 5230, 3511, 2810, 1623, 5917, 3458, 2635, 5876, 7738, 3458, 7755, 2300, 6268, 7238, 7445, 7990, 5309, 7109, 8298, 2550, 6914, 4176, 7151, 3458, 2779, 7738, 7238, 3458, 295, 4651, 799, 8789, 3458, 616, 3023, 5774, 6323, 7445, 8692, 3458, 7456, 7884, 3458, 2300, 1138, 815, 799, 2884, 8692, 7738, 5361, 2551, 3683, 3046, 5766, 2937, 3983, 5361, 8255, 7163, 5221, 7738, 8613]"
14,1,"[5361, 4619, 3335, 6833, 3683, 4050, 3458, 8159, 4152, 3333, 1328, 7564, 5008, 2405, 4731, 4071, 4279, 3458, 1160, 406, 2810, 482, 2810, 2810, 3549, 7738, 2836, 3782, 5361, 1556, 3688, 7719, 5309, 8671, 6517, 3458, 2369, 4629, 2784, 7818, 1058, 4664, 5774, 3909, 2369, 7819, 6826, 7109, 799, 4019, 1373, 4409, 3683, 5030, 799, 4629, 1556, 9061, 7807, 7109, 3961, 4747, 4991, 4934, 406, 5030, 3458, 2583]"
15,0,"[8298, 6244, 932, 1502, 5145, 5394, 5229, 143, 3256, 4279, 3458, 5930, 4055, 4042, 3472, 6211, 7738, 8249, 488, 5917, 4934, 3683, 5774, 7238, 705, 5229, 2972, 3909, 3375, 4652, 2369, 6244, 5992, 2994, 8156, 3592, 6428, 4279, 5657, 2183, 7109, 8327, 3683, 1598, 7172, 3458, 75, 8692, 6475, 1071, 8460, 8060, 4934, 3683, 5774, 3688, 1305, 7884, 3458, 5229, 6544, 7238, 3458, 3747, 7818, 3024, 7931, 8692, 1135, 7818, 7931, 4279, 5271, 3909, 3472, 7884, 4042, 4583, 3909, 7818, 1556, 3688, 5582, 3672, 1540, 6285, 5978, 5361, 9076]"
16,0,"[7818, 1816, 6517, 8692, 3688, 2589, 9059, 2300, 6517, 5533, 7738, 7932, 7884, 6157, 7537, 6244, 2300, 6267, 7818, 5992, 3683, 6967, 3688, 2300, 7109, 4651, 7818, 3481, 4279, 1540, 2369, 7818, 557, 7818, 7386, 3683, 6244, 7238, 3688, 2300, 7109, 6244, 1375, 3688, 5229, 7738, 3688, 2810, 1093, 4997, 1663, 7932, 7818, 7424, 2161, 3688, 5766, 8671, 3023, 7738, 3458, 6463, 7884, 7535, 6244, 6517, 1540, 2369, 5309, 3458, 7424, 8969, 3683, 5030, 479, 7818, 8255, 3688, 5229, 7818, 1080, 517, 6130, 8518, 4292, 2693, 6517, 3458, 83]"
17,1,"[482, 2836, 2810, 8613, 7719, 6244, 4410, 2234, 2369, 6244, 3468, 5149, 4629, 7932, 2784, 6244, 2234, 4618, 2161, 3688, 4618, 7847, 7238, 3688, 6234, 340, 5361, 1755, 5992, 7738, 6053, 8692, 3410, 2300, 5978, 5361, 3024, 352, 2056, 3023, 143, 2234, 2299, 3983, 799, 4264, 4629, 1499, 4279, 8581, 3023, 3683, 5774, 4410, 381, 8692, 6374]"
18,0,"[3458, 4331, 5774, 5008, 7109, 3458, 8145, 4264, 2810, 6133, 3458, 6035, 4328, 6244, 7238, 5142, 4629, 6517, 2234, 2369, 3458, 6463, 6517, 3458, 616, 6244, 1269, 3458, 7079, 5719, 4176, 5361, 4820, 1556, 3458, 8237, 5019, 7109, 3683, 4911, 3458, 2376, 8692, 4518, 6277, 5458, 5719, 4176, 4279, 1375, 2485, 3458, 7807, 3458, 274, 5411, 6244, 2810, 6133]"
19,0,"[7818, 3024, 8125, 4279, 6788, 3688, 7581, 5310, 2031, 2300, 7818, 1556, 4279, 4076, 3909, 7818, 6224, 22, 6664, 5361, 4264, 3458, 2810, 2576, 2369, 6517, 3458, 2300, 6967, 8462, 6967, 799, 304, 8846, 3458, 3797, 8692, 3458, 5976, 7818, 8687, 7083, 3589, 966, 5193, 6517, 3458, 5976, 7738, 6325, 2043, 5309, 8369, 1018, 3683, 2152, 6517, 2031, 1021, 3909, 5361, 1556, 6035, 4604, 7738, 8310, 6662, 3909, 7238, 8496, 3458, 6035, 4604, 479, 799, 6298, 4279, 3987, 3683, 799, 1556, 4279, 7094, 4279, 3458, 5976, 7738, 5458, 3024, 4154, 8692, 799, 7151, 3458, 8369, 7818, 6244, 1156, 7738, 1827, 2311, 7738, 7818, 6322, 2520, 4279, 7094, 3458, 3458, 5976, 7990, 6517, 3458, 3654, 4279, 4154, 1540, 8237, 6967, 799, 8687, 5738, 3458, 8310, 6662, 5361, 1556, 4279, 7094, 3458, 3458, 5976, 7738, 1138, 7932, 3909, 5774, 3557, 4055, 7990, 5083, 8060, 7755, 6268, 3023, 4264, 3961, 1984, 7990, 5309, 7306, 6244, 4679, 6517, 2031, 1021, 5310, 3458, 4563, 7884, 1984, 3023, 5774, 4011, 3688, 4747, 1472, 3458, 2369, 7738, 3458, 156, 7667, 5774, 2810, 2946, 3458, 4618, 5774, 1269, 3458, 6325, 4011, 4071, 5774, 2810, 1425, 7738, 1164, 7884, 3458, 1023, 4264, 7238, 4187, 3458, 5029, 5774, 3173, 6277, 1019, 2879, 4409, 3458, 2815, 3909, 479, 7818, 6224, 6517, 1928, 7818, 8687, 7238, 2844, 240, 7818, 8687, 1755, 3092, 799, 3683, 3458, 2576, 7738, 3458, 221, 8671, 7818, 4820, 910, 5998, 6517, 2031, 2300]"
20,0,"[8687, 5924, 8692, 3688, 5901, 5684, 8156, 1540, 8547, 2687, 744, 7738, 4114, 910, 1168, 4279, 5794, 1269, 2300, 1093, 7738, 8827, 2369, 8078, 6517, 3458, 607, 2295, 4409, 3458, 2369, 2808, 7738, 616, 7738, 5478, 2313, 3458, 8237, 6517, 2234, 2369, 7893, 4975]"
21,1,"[2810, 5008, 2300, 7818, 3024, 1953, 3683, 4763, 479, 3458, 2808, 8174, 6277, 8057, 1813, 8687, 7083, 3589, 966, 741, 3322, 137, 6268, 7738, 4186, 479, 799, 4264, 6517, 3458, 7541, 4298, 6517, 5542, 3023, 5774, 3961, 8326, 6517, 6268]"
22,0,"[5008, 4331, 4055, 1501, 6851, 4279, 8160, 5309, 3782, 1885, 2810, 2836, 7738, 3456, 5917, 5280, 4279, 3023, 6244, 4629, 85, 1171, 8472, 1928, 5361, 282, 5838, 6833, 7738, 5374, 6846, 7738, 3001, 6244, 6127, 4321, 8060, 156, 8949, 7690, 8692, 3458, 3626, 8671, 5361, 282, 7818, 2161, 4279, 7094, 5904, 4279, 5976, 456, 4279, 3482, 3458, 7079, 4279, 1138, 4176, 6846, 7738, 156, 2810, 6044, 4430, 6517, 1540, 7573, 4948, 4651, 7818, 4370, 2718, 3458, 2576, 5901, 3909, 3683, 2161, 4880, 5149, 5394, 7024, 3782, 1258, 3683, 1598, 7336, 3458, 5541, 5901, 7336, 7403, 482, 6044, 6268, 4410, 8154, 6517, 3458, 4975, 93, 2159, 6967, 1879, 8600, 7990, 8856, 8561, 7738, 6083, 3580, 6517, 932, 4321, 7884, 7755, 6268, 4409, 3458, 5167, 1080, 910, 7320]"
23,1,"[5361, 1695, 3458, 9072, 2300, 8899, 4906, 571, 8692, 7640, 6833, 3458, 4331, 5774, 6977, 7729, 6517, 3458, 6945, 7884, 3458, 2272, 422, 5361, 2161, 3688, 2369, 4409, 3458, 1285, 4298, 3683, 6244, 3728, 7738, 482, 7738, 2161, 4298, 4279, 1779, 1984, 3909, 3973, 4279, 3688, 1425, 6826, 7983, 5361, 6322, 7238, 2884, 8692, 1434, 6967, 3023, 4264, 6277, 8518, 4063, 3637, 3458, 3782, 1885, 22, 2836, 7738, 3458, 3802, 4629, 6704, 7480, 3688, 8369, 4279, 6352, 7755, 3295, 3699, 3458, 4753, 2714, 3683, 5774, 4997, 7990, 8369, 8475, 7272, 7738, 2833, 8369, 7109, 143, 3688, 8343, 6263, 7738, 3603, 7818, 6244, 85, 4321, 6277, 3683, 6244, 932, 69, 7818, 3024, 8901, 8298, 2300, 4279, 8029, 7738, 4820, 3394, 910, 1499, 2056]"
24,1,"[1695, 8692, 6833, 6967, 3688, 6245, 7884, 5538, 6517, 5439, 571, 3458, 4331, 7884, 8298, 2300, 5774, 4874, 5224, 8687, 7238, 910, 7961, 7729, 6517, 3458, 7029, 7884, 3458, 2272, 422, 4055, 6827, 4511, 7545, 3576, 7738, 3258, 5309, 1361, 3688, 8729, 6979, 1361, 3889, 1125, 7884, 5091, 6095, 3458, 1160, 7738, 5361, 3511, 5084, 4279, 3458, 3185, 5134, 3458, 443, 4914, 5310, 3338, 7109, 6244, 3688, 5160, 2917, 2710, 5533, 3458, 2369, 6244, 6044, 4055, 966, 8848, 7109, 6244, 482, 7915, 2161, 3688, 5830, 616, 7738, 3688, 1425, 6826, 3458, 3802, 5774, 3688, 8369, 7738, 5774, 2286, 4409, 3782, 4409, 5976, 1885, 7874, 3456, 4651, 5361, 473, 4279, 8624, 6517, 8692, 2234, 2183, 8925, 3511, 3688, 8863, 4279, 3458, 8643, 5917, 5924, 5774, 2341, 7738, 7568, 3338, 3023, 5774, 7932, 8764, 4279, 8298, 2300, 7738, 3909, 3458, 4753, 479, 799, 8581, 2937, 8125, 4176, 1827, 8298, 4820, 7238, 910, 3688, 3134, 7109, 479, 7238, 1827, 5291, 2031, 5751, 5309, 6517, 5309, 3688, 6044, 482, 2300, 6517, 932, 5224, 4331, 4055, 3665, 5976, 3782, 3024, 3062, 8901]"
25,1,"[5992, 2710, 1455, 9061, 7001, 8298, 8671, 3983, 2300, 1376, 2161, 4292, 9059, 7738, 1788, 1434, 5361, 3094, 3688, 7403, 2369, 2879, 4409, 8454, 4298, 7238, 2810, 9061, 7109, 7403, 7738, 482, 7775, 1434, 6244, 5008, 4055, 3688, 7941, 1183, 8692, 4176, 4279, 3782, 6517, 3458, 5976, 2810, 3456, 4055, 5309, 3549, 7884, 7344, 3683, 7238, 280, 3909, 4071, 4279, 6095, 7109, 5361, 8125, 4279, 2917, 7738, 3743, 3688, 8292, 6277, 3683, 6244, 594]"
26,0,"[7818, 282, 8692, 6833, 6517, 8298, 2300, 4410, 4331, 4409, 3458, 141, 7884, 1328, 7564, 8518, 3576, 7738, 3258, 6517, 1830, 7884, 8160, 2670, 7738, 7461, 3889, 4279, 2369, 5774, 5374, 7738, 8827, 3458, 8237, 5774, 6130, 4997, 3458, 1928, 5774, 6495, 7738, 7238, 6043, 7990, 5309, 7738, 3458, 3782, 5774, 7238, 2836]"
27,1,"[7818, 6224, 4424, 7818, 5992, 3458, 2386, 3683, 5774, 7729, 4409, 3458, 2493, 6287, 4629, 1767, 8085, 5917, 3458, 6095, 8298, 5774, 3458, 7504, 799, 2520, 4279, 910, 6517, 3458, 2300, 5774, 6044, 3961, 7416, 1425, 6268, 2050, 4881, 8133, 8692, 3688, 5901, 2257, 3683, 5774, 482, 7738, 6177, 7990, 3688, 5008, 9059, 3023, 5774, 3688, 2810, 3142, 1434, 3241, 6967, 2937, 7818, 3024, 584, 2257, 5924, 7336, 6967, 7818, 410, 4279, 8294, 8298, 4058, 8292, 7336]"
28,0,"[3983, 5230, 7818, 6244, 5998, 6517, 2031, 2300, 143, 1733, 3683, 6244, 22, 5008, 381, 8692, 6374, 6517, 3688, 7941, 4331, 7738, 22, 7639, 3458, 7592, 4331, 5774, 8327, 4410, 7109, 3547, 7884, 3909, 7056, 8246, 3181, 6368, 3458, 6268, 8060, 3458, 2300, 7819, 5970, 3769, 5648, 8060, 7801, 3458, 929, 4264, 1093, 7738, 3801, 7884, 4073, 6517, 3458, 4772, 6967, 2937, 6298, 1164, 3131, 288, 3458, 3619, 5774, 3342, 3485, 7738, 6298, 1164, 288, 8060, 7801, 6967, 2937, 3458, 1788, 1434, 5774, 3688, 4410, 5118, 7738, 8033, 4279, 910, 22, 7403, 7109, 6264, 3458, 7504, 8692, 1434, 5774, 1093, 7306, 5774, 302, 4670, 4149, 3458, 1541, 7884, 3458, 5790, 5774, 3485, 1350, 6852, 6322, 799, 8188, 3683, 3909, 3458, 1380, 2096, 7932, 314, 8060, 8836, 5917, 3458, 4271, 6852, 6322, 799, 8188, 3909, 3458, 1380, 2118, 7212, 3327, 5917, 3458, 4271, 7738, 5012, 6264, 7222, 2333, 3327, 6517, 3688, 451, 7151, 2234, 4518, 2257, 3458, 1928, 3365, 3094, 3737, 4629, 3631, 3190, 5030, 5361, 5205, 3458, 4298, 6517, 3458, 2369, 7738, 616, 6244, 7238, 6961, 7990, 5309, 6517, 6157, 4518, 3458, 3782, 4187, 7990, 5976, 6244, 7238, 22, 3456, 6368, 5293, 4279, 967, 2234, 2257, 7738, 8671, 6517, 5533, 4279, 3688, 5008, 3747, 3511, 7818, 5992, 3688, 331, 2369, 7738, 5361, 3094, 3688, 3679, 1631, 2369, 4409, 3458, 2197, 6299, 8298, 2369, 6244, 1727, 6967, 3688, 966, 2369, 7109, 5976, 4936, 3683, 5774, 3688, 331, 2369, 7738, 9056, 7336, 3961, 587, 4279, 7395, 3769, 2254, 7818, 6224, 22, 6664]"
29,0,"[5361, 7333, 8369, 4321, 7884, 6161, 4409, 8298, 2300, 5030, 3683, 6244, 6277, 4997, 7738, 2810, 1093, 3458, 1779, 6517, 3458, 4835, 6244, 6933, 3458, 1928, 9075, 3445, 7884, 6096, 7738, 3458, 474, 7478, 1885, 7238, 64, 7990, 5309, 5917, 3458, 4081, 4445, 143, 7932, 8369, 5361, 4265, 3458, 7456, 7884, 2234, 2257, 7738, 2418, 4279, 3688, 8976, 2300, 5247, 1891]"
30,1,"[3458, 2300, 5774, 6430, 4050, 3458, 1891, 5710, 7077, 7667, 5774, 1375, 3688, 3889, 1125, 5917, 1328, 6163, 6628, 3185, 5134, 7738, 8518, 7755, 5487, 3158, 799, 8687, 6788, 2031, 614, 7990, 3458, 5976, 7738, 3458, 2300, 3782, 5774, 2810, 2836, 7738, 3456, 5458, 3531, 4176, 3688, 8942, 3849, 7738, 1299, 1164, 7662, 2649, 4409, 3688, 4222, 6829, 4651, 3258, 1885, 637, 3023, 5774, 3688, 4772, 137, 4747, 959, 3458, 1434, 5774, 4690, 3683, 6044, 7109, 5008, 7738, 81, 7728, 6115, 7738, 7426, 200, 283, 7789, 6282, 7738, 7349]"
