,review,sentiment
14,this hotel cost us euros per night i would rather sleep on the street i do know where to staff friendly enough but they would have to be at rates like this the rest is dreadful room was foot above a very loud noisy night club youths congregated right below our room shouting smoking swearing and very loud music i had one hours sleep that all the room was hot so you had to open the window to cool down this let bugs into the room where i was bitten all hotel furniture is basically hand made rubbish gloss tv it must be years old inches square and foot off the ground with no remote so basically only one you are young and a very expensive place to rest your go to the more famous hotels there are plenty off them,0
15,stayed for nights and as per previous review writer i would probably rather sleep on the street if given the choice of returning the staff were friendly enough however the rooms were the most run down that i have ever seen in my employment i have seen very poor homeless accommodation that is like the ritz compared to the river house the street noise was unbelievable even with the windows shut avoid here if you are a remotely light sleeper the location is handy for central dublin but have your wallet ready to be ripped off throughout dublin the shower was powerful but the bathroom was very outdated and tiles were loose on the floor and roof the hotel recommended a parking block and with the hotel stamp we got a couple of euros off the parking bill beware do not park on this street outside this hotel as you are sure to be clamped we seen this frequently during our two day stay i did expect to stay at a top notch hotel but this is grim all visitors to the hotels looked disgruntled and miffed,0
16,the location is great next to the train station and public transportation the bus stop of to the airport is right next to the train station the breakfast is simple but i have no complaints because of the good price the room is clean and comfortable they gave me a quiet room,1
17,stayed here for two nights close to attractions and buses easy to find and bus from airport just stops around the corner staff are friendly and helpful very clean and tidy beds are comfy also restaurant down stairs is pricey and would be my only complaint,1
18,good hotel just on the outskirts of town next to the park bus station just across the road along with the tram would go back nice little hotel also you get a free continental breakfast also free wifi and a good pizza shop just a cross the road with a few shops,1
19,not too imposing from the outside but do be put off friendly staff clean rooms and a lift the only thing we missed was a cooked breakfast although that may have been our misunderstanding the complimentary breakfast appeared to consist of fresh juice cereals toast scone marmalade and jam with tea or coffee,1
20,location right next to phoenix park so walking distance to zoo and only short walk to main areas of dublin buses pass regularly bars in area staff we met were extremely helpful male receptionist checking in on monday july in afternoon could be more helpful told us about the area and where to eat and drink plus managed to check us in a little early as had an early flight and were both very tired room we had was very spacious cleaned everyday to a high standard my partner is a hotel housekeeper and she was very impressed with standard of rooms would definitely use this hotel again if in dublin,1
21,booked this hotel for a visit overnight to see coldplay in concert euro reserved on card met with a rather abrupt receptionist who handed us our key and left us to it up a narrow staircase we found our room brown musty loose fitting carpet flowed from the downstairs right up into our room the beds were at an l shape never seen before a door mat was set in front of one bed obviously to wipe your feet when getting out of bed sitting on the creaky bed i looked up to see that upstairs had leaked a lot of water that had run down the walls and dried in black spot everywhere the window rattled all night and when we woke up the next morning the sun shone through the moth holes in the curtains euro and not even a breakfast really disgraceful how do these people get away with calling that place a hotel a dog hotel would be more apt shameful and quite insulting that the owner would assume people would gladly stay and pay for the exceptionally poor excuse of accommodation,0
22,needed a for coldplay concert and saw leeson inn on for just under for night the fotos looked good and felt that for the price it must be good the reality was a dirty hole damp walls black spot all over curtains dirty brown carpet with car mats strategically covering stains badly broken glass in front window that permanently rattled noise from street all night the beds never seen a bed arrangement like it i could go on but could give the place any more airtime i would say that if you had a big smelly dog and needed to stay in an inn this would be the one as it has the ambiance of a dog kennel,0
23,picked as a relatively inexpensive option for one night prior to flying out of dublin so just looking for a basic place to sleep in a convenient location expected it to be noisy given the busy street did meet these expectations however a fresh coat of paint everywhere and a new mattress and pillows with even a bit of fluff to them would greatly improve the quality of the stay mattress was so saggy and lumpy that we could only sleep on the edges of the bed and pillows might as well have been folded blankets stuck in pillow case triple glazing on windows would also help,0
25,do be fooled by the photographs posted of the new refurbished room because like everyone else you will be told that they are not available and will not be available for the duration for your stay the hotel is very run down however it really only suitable for young people who do mind the noise from the nightclub below and do have very high standards the blonde receptionist was very rude but the male night was very welcoming,0
27,i stayed on the july and the hotel is as described it is no secret that the hotel is attached to a club or that its likely be noisey it is dublin and anywhere near the town is bound to be i had a double room which was bigger than i expected and yes it def not a star hotel but for the price and location it reasonable the room was clean along with the bathroom and clean towels in the room had a station a hairdryer and ironing facilities and a book to advise of local attractions and the hotel only critism i would have is that the shower head looked like it could be cleaned better and the bath had seen better days was clean but old and there were markings in some of the walls where fixtures had been moved and the wifi password in their handbook did not work but the receptionist did offer this when we checked in i would say if your looking a quiet hotel it not for you but if u need somewhere to crash close to town then it were pleasant both during check in and check out times so i would personally stay here again,1
28,exactly what it says on the tin the hotel is very pricey so do expect star luxury however it is right in the centre of temple bar so ideal for that the room was to a good standard and always kept clean daily however many improvements could be made but can not complain with the price we it is above a very busy bar i did hear this once during our stay but we were on the floor ideal for those who are planning on spending much time in the hotel and want to be right in the heart of temple bar,1
30,my daughter and i stayed at this hotel last week and we liked it quite well it was clean the staff friendly and the breakfast was good and we didnt need to stop for a lunch break as breakfast was filling the view was great too we were on the third floor and we saw and heard lots of seagulls and life going by on the millenium and ha penny bridges which were directly opposite the hotel the location was great you could go nearly everywhere on foot as it is very near to nearly all the attractions one negative review for people who tend to have dufficulty sleeping is that there is a pub under the hotel so there is a lot of noise till about in the morning however when one books one is told when booking that there will be noise in the evening till the early hours of the morning so one knows what to expect in our case we both slept well as after a long day of sightseeing shopping and ending the day with a beer or two we were usually tired out all in all we enjoyed our stay in this hotel and i would recommend it to anyone who wants to be within easy reach of main attractions,1
31,this hotel is extremely dated and dirty there are broken tiles on our bathroom floor and mold in our shower the hotel does not have in room so it loud with the windows open and all i hear are seagulls drunk people and traffic,0
33,maple hotel was an uninspiring experience ok the location is good but that is the only positive response i can give we had a double the size of a cubicle one had to sit in the bed while the other we were on the first floor facing the heavily trafficked street thank god we had earplugs,0
34,where to begin in summary in years as a field engineer i have stayed in many hotels this without a doubt was the worst experience i have ever had i arrived on the monday morning having caught an early flight across to dublin our trusty team secretary had booked a room for me here at the time of booking it was known as camden hotel by thekeycollection arrived early but unable to book in so dropped my luggage off and went to work i arrived back at the hotel at hoping to check in and expecting a rest after my early start the room was available apparently it needed a clean a good sign and i eventually managed to get in at around chance of a rest due to the building works going on so i gave up on any prospect of relaxing until the evening some chance my room directly overlooked the bar area with a single glazed obscured window the music went on until ah well at least i could lie in in the morning nope workmen started at went off to work and then had a repeat of the previous night music until night had the added drama that when the music finished at i was able to grab some sleep until when some noisy guests moved in across the corridor my polite request for them to keep the noise down was met with a threatening response and after a few calls to the concierge they were,0
35,first off i booked this hotel on the recommendation of a tour guide on the basis it ticked all the boxes for a stag party the lads are nothing to raucous or salacious but certainly enjoy ourselves and love music the hotel in itself is clean and basic its also prepared for noise as each bed comes with earplugs but i cant fault it there it fit the my goodness the booking was a nightmare i had a deposit paid two months before our stay only to be hung up on when attempting to pay the rest of the bill in advance finally on sorting this out by having to go into the hotel a week prior to check in thankfully i work close by on check in when the other lads arrived again they were asked for more money i went to the reception and informed them that it had been paid in full using my credit card this was accepted but i was told they would have to look into it yet again leaving everything in the balance until checkout i have never stayed in such an unprofessional place that continually asks guests for money i realize they said it was a mistake fine but there was no recompense or real apology for this pretty large approx mistake but i does help the fact that they had my credit card details i could relax here tbh even if i were to be organizing another stag in dublin id,0
37,stayed here for nights with a friend in twin room we came here to see at croake park it within walking distance from croake park and temple rooms are basic with drinks making facilities and shower the room was cleaned after the first night good value for money and would stay again,1
39,all the advertising for this hotel mentions that it has its own bar does not turns out the bar was closed some months ago another misleading statement is free wifi wifi here is so weak it is unusable even for checking emails let alone anything more demanding we chose this hotel partly because it is close to the centre of dublin this is absolutely the only positive point i can make for it however it is not a nice area retrospect we should have stayed somewhere nicer and used the bus the prices seem cheap but you still get bad value for money as this place is little more than a room was tiny with broken furnishings burns all over the patched up carpet horrible bed uncomfortable the bathroom was shabby and cramped water in the shower constantly fluctuated in temperature making it hard work very noisy no double glazing and it would seem paper thin walls constant creaking of floorboards noise from tvs talking hotel feels they have a terrible system where they ask you to leave your key at reception whenever you leave the hotel but when you pick up a key checks who you are and the reception staff were different every day seems too easy for someone to just walk in and just get any key we took our valuables out with us at all times despite the dubious thing is that there is no drinkable water from the taps unsafe due to lead pipes we,0
41,this was the worst hotel experience i ever had i was hesitant to book in the first place but had issues with my flight and needed a place to stay the hotel offered a off promo on their website which they then did not honor when i explained my booking experience and showed the discount to the hotel staff member at reception he said the discount had already been included but he was able to tell me the full price before discount it was a complete scam he was incredibly unprofessional do stay here the area is also not that great getter off finding a hotel south of the river,0
43,bad in every way dont stay over priced out of date not acceptable in this day and age and expensive for what it is i was booked in here for nights with my daughter for a course she was doing the night watchman was unhelpful the room was small and smelled stale we got up early went across the road for breakfast as there was no way id eat anything in barrys we booked in across the road times nicer rooms and surroundings lovely staff and much less money too so just go across the road if you need to be near this place,0
44,initially we booked a hotel miles away from the city centre then came across barry hotel the price was cheaper and is literally around the corner from street high street the room was a decent size and to a good clean standard there was always someone on reception to assist if needed and a breakfast could be provided at an additional cost of the odd improvement could have been made to the interior here and there but this was not an issue for us as we were paying to stay at the hilton the fire alarm did sound once or twice during the early morning but stopped before we had a chance to react the windows were only single glazed expectant of a georgian period building so the odd bit of traffic could be heard although if you truly commit to irish culture getting to sleep after a long day of exploring dublin should be an summary we would definitely stay here again but if you used to staying at more high end establishments this hotel may not be for you the location saved us a lot of time and energy and the staff were helpful and polite if we ever look to visit dublin again this hotel will be our first choice,1
46,the staff are lovely really helpful kind and friendly however the hotel is falling apart it grubby at best filthy in parts the breakfast is horrible any price is too much i stayed here loads of times in the past and always thought it was acceptable for the price and the fabulous location not anymore it needs to be closed down and renovated it could be lovely the location is great,0
47,my mom and i stayed here while exploring dublin for a few days from the dublin airport we took the aircoach bus route to street it was just a short walk rolling our bags to the hotel it costs euros each round trip the location of the hotel is great and everything we saw was within walking distance dublin castle temple bar cathedral christ church cathedral the brazen head and tons of to see the guinness storehouse you may want to take a cab for around euros maybe and the hotel can call one for you the book of kells is also close by at trinity college the room itself was clean and comfortable we asked for a quiet room so ours faced a little courtyard the room was quiet except for a rattle in the hvac but it did keep us up at night the room has a thermostat so it comfortable to your liking the beds were nice the shower worked i had no drain or hot water issues the staff was very friendly and helpful we did eat breakfast there so i ca comment on that,1
48,i stayed at the tara towers hotel for nights i felt during my stay that the hotel was very service minded a special thank to mark the room was very clean the breakfast was great containing with all kind of things you wish moreover the hotel room was nice with comfortable furnitures a cosy pub with good meal was linked to the hotel tara towers finally its easy to take a bus from the hotel in to the centre of dublin even the flight bus was stopped next to the hotel,1
49,pleasantly surprised at this conveniently situated hotel for the port and airport very comfortable rooms good bathrooms some aspects of the building are a bit tired and dated but the place is clean and the staff are helpful breakfast was good and dinner in the bar was good value in quite an expensive city would stay there again at the right price,1
50,this hotel is a major dump some of the staff not all there was one young man who was so helpful in finding us a taxi after telling us that uber does have enough cars there were so rude and disinterested they should really find another job the room had lights that were broken some hanging out of the ceiling one of the night tables had a handle pulled off so they simply drilling another hole to the right and put another in the shower was built for people tall and the floor of the bathtub was so slippery that my year old niece fell and thought she broke her leg it is a terrible hotel pay a little more and stay somewhere else,0
51,stayed here nights concert weekend in a standard room facing the the hotel is located a bit outside dublin center but the tendering due to the was limited and prices were high taxi to center is train station nearby to center per room was a bit old stylish but beds were quite good there were some noise from the neighbor room and the buffet service was rating is low due price value consideration we payed per room and for that we expect more but maybe that what to expect during dates,0
52,there is an overall feeling of the hotel being tired it is a bit like it not sure what it wants to be and would really benefit from a lick of said the staff make up for it they are really helpful and kind i honestly thought that the guy that checked us out was going to give us a hug as he walked us to the is always worth booking direct with he hotel as you get a better had a lovely sea view which is always a great way to start the was typical of irish hotels,1
54,rooms are not very clean bathroom looked brand new kettle hair on sunday night but i knew that as it was mentioned on the web beer garden and sports bar next is included in murray s staff are irish you,1
55,a wonderful hotel great for the sights in the city very friendly and helpful staff we booked a twin and got a room with double beds the room was very clean and comfortable huge irish breakfast with smaller options for us wimps breakfast is served in murrays bar which is attached to the hotel and is very comfortable we were served by bernie who is a wonderful lady and made us very welcome this hotel will go on my favourites list for any further trips to dublin,1
56,location is good rooms are clean although on the small size however the beds are not too comfortable and the noise from the pub downstairs is unbearable in other countries this place would just not get a licence as a hotel we would recommend travellers to keep off this noisy place,0
59,stayed her for one night check in was quick but we were asked to pay on the arrival a bit unusual informed that breakfast was an additional ten euro which could be paid in the restaurant in the morning but this was wrong we had to go back to reception pay and get vouchers then go back to the restaurant also enquired at the main reception if the spa sold swimsuits and told no so went into dublin to buy one but i checked the next morning at the spa and they do indeed sell swimwear so could have bought one there you also have to pay deposits for towels and lockers and buy swimhats decided not to bother breakfast was awful very poor choice definately not worth ten euro each apple juice was like water no flavour at all very disappointed with looked out on a flat roof with lots of air con equipment supposed to be fifteen minutes walk from croke park more like thirty five,0
60,my niece had her communion here and we were happy at all with the food i had chicken wings for starter which had barely any meat on them and got about on the plate the mains came out about minutes after and i got penne pasta which was absolutely vile to say the least the pasta was dry and hard and the sauce tasted like tinned tomatoes it was basically day old pasta with a tin of tomatoes poured over it with no meat or anything disgusting,0
61,ok hotel needs improvement but no negatives with staff or rooms i stayed in room on the of august when dublin was very busy right from our entry at reception until we left the staff were exceptional reception staff and bar staff excellent i lost my bank card and the receptionist made sure i did not have to pay for parking but was more worried that i got it sorted it was the girl with blonde hair on at pm on the staff one bar man in particular made it his to make us feel at home i think his name was niall the hotel has had its fair share of negativity but from belfast it great if you driving as it next to motorway again dated but if your in dublin to comment on a family trip this is the bus outside every mins fare into city centre,1
62,we spent nights at the dawson hotel our room was comfortable the staff particularly those at the front desk were excellent the hotel is near many of the tourist attractions public transportation and you do want to hear the noise from their club sam be sure to ask for a quiet said on friday and saturday nights the noise from the club including the techno music beat can be heard in all rooms of the hotel and even worse the cigarette smoke from the club wafts up into the entire hotel,1
63,stayed in the deluxe junior suite for our wedding weekend it was one of the most beautiful and largest rooms we ever stayed like a palace and the perfect place for our bridal party to get ready in really enjoyed our stay here the staff were fantastic helping us in and out with our luggage a warm welcome on check in and check out and did really notice the noise at all as some other reviewers had mentioned the only downside is the hotel does do a full cooked breakfast only continental not great if you have a wheat allergy but as it so central there plenty of nearby places to go out for breakfast we really enjoyed our stay here and will hopefully back to relive it soon,1
64,this is a funky elegant hotel in dublin just off stephen green a great location we had a very mix d experience that the hotel made right the room was funky chic think crystal chandelier in bathroom that featured a deep slope top claw foot tub there was all night construction outside our window that we were warned about after a relatively sleepless night complained and asked for full refund within a couple days manager sent an email apologizing and giving requested refund in my opinion stuff happens making it right is what matters my wife and i agree we would definitely stay here again our warning is to either be sure construction completed or you get a room that does not overlook dawson street on other matters friendly helpful staff not very disabled friendly so far as i could tell i rated very good as i sure the hotel is under normal circumstance if you like funky clean but not pristine in a great location this is for you,1
65,there were a few notes and notices from management about people who complain etc but i do see what they would be complaining about we had a lovely twin room ensuite car parking extra clean tidy great for the price could walk to most places in half an hour,1
66,an overnight stay whilst in dublin in this very clean and welcoming hotel the rooms comfortable and clean and although basic that is reflected in the very reasonable price the hotel is situated just outside the city but within easy access with good transport in also not too far from the ferry terminal and has a small car park to the rear of the hotel,1
67,what a wonderful quirky hotel great transport links into the city good value accommodation with witty comments everywhere excellent food in the white moose but at an additional costbonus was that burnley beat shamrock rovers budget hotel,1
68,stayed here last monday with my girlfriend and baby and we could have been location is great minute drive to city centre and only a short drive from phoenix staff were all so friendly and helpful and the room was just right and at euro for the night including parking an absolute bargain for in the infamous white moose was absolutely excellent we were pleasantly surprised with how good it actually will definitely stay here again,1
70,near to airport shuttle bus available at certain times early morning and later in the taxi from airport approx euros good value compared to other hotels friendly staff local supermarket take away pizza nearby,1
71,impressed with the size of the room and the bed was very comfortable i and my partner both managed to get two consecutive good nights sleep however there were exposed plaster and curious large dark marks on one wall the window did not close properly because one handle was broken and just spun had to put the kettle on the floor to boil water because there were no power sockets located near enough to the beverage shower did not work properly and made a horrendous noise when we tried to switch it on we did manage to get water coming out of the side of the shower head and trickling out of the base but we gave up because the inside of the bath beneath the shower was peeling from the effects of being painted with vinyl paint and had a large rusty stain where one of the taps was constantly dripping see photos we decided that it was safer to resort to standing up washes over the badly neglected vanity wash basin see photos again in the bathroom the window was completely devoid of a handle and what is so surprising is that the lack of a fixing was so obvious to customers the bathroom door handle was broken and hanging off on both sides and the door itself well see more photos we were only in dublin for three days so we laughed all this off and decided that the most important thing was a good nights sleep,0
72,we stayed here for one night we were very disappointed in the hotel and staff at arrival with the car we saw a lot of alcoholics around the hotel not the thing you like to see with a small child the lady at the reception was so ignorant i could believe it i asked when i booked the room for a cot but there was no cot in the room when my husband went down to reception to ask for one it was such a big deal to get one for us we had a room to the back of the hotel and it was so loud from all the people outside and also music and also the smell from cigarette smoke from the outside of the pup was unreal all i say i will never again stay in this hotel,0
73,we needed a convenient hotel to stay in with airport shuttle for our early morning flight out of dublin this place is located in a sort of wasteland we pulled up the cab driver did even know this place was here seemed afraid to just leave us here there was a group of loud guys from the pub next door outside our room was typical travelodge but the view outside was a crappy apartment complex with loud people we were hungry but i did want to walk around the sketchy neighborhood no way would i ever go here again,0
75,a lady checked us in who was nice and as we arrived at agreed to let us check in at rather than the usual she left and got another receptionist to take over name was emilio who was comparably less accommodating than the first lady he was very rude and made us feel like we were school children being told off rather than enduring good customer service we asked for adjacent rooms and he said if its available and not that he try he was very dismissive and had a very bad attitude inside the hotel it was clean and the rooms were clean but the shower cream was empty but luckily there was a supermarket where we were able to buy some toiletries as the toilet provided none but tissue paper hence the price we paid for it the room was too hot and the window only opened a few inches there was no other ventilation or air conditioning so had no choice but to sleep in a very warm room we had breakfast at the hotel and considering we had it at and it was not very busy it was a big let down that they had ran out of orange juice but we had no other drink but milk the area was a bit rough and because it was a warm room we had to have the windows open we had to listen to drunken men outside shouting at each other also witnessed one of them urinating,0
76,this place had gotten fine reviews in my home country but i was still surprised how fresh and clean the rooms were this place is in a good location for exploring dublin and is great value for money only complaints would be that there no elevator and that the pillows were a bit too hard for my taste but hey all in all this is a excellent b b highly recommended,1
78,i stayed at gardiner lodge during my visit to dublin i know the hotel and must confess that i was a little bit worried about the few reviews bit it turned out to be a nice surprise it is a beautiful georgian location the location is good not very far from o connell street there are plenty of restaurants markets and shops around at night it seems is a stop of the airlink bus going to the airport in front of the building which is very we have the chance to take the breakfast every day because our day tours were very early but the staff would leave some basic products for us like coffee and only day we took breakfast it was good the staff serves you in your table and the food is the room is small but very clean the shower is good the internet works fine the bed was the staff was really nice helpful and friendly with us have no since the standard rooms are small if you have lots of baggage it might be difficult to walk inside the room since it have a lot of space but other than that i have no complaints,1
79,beautiful house less than minutes walk from the river and main centre i booked rooms in total and everyone was more than happy with their room very clean and comfortable every single member of staff we encountered were so friendly and helpful perfect,1
80,i enjoyed the proximity to the national theater as i was attending an event there for three days also relatively close to the major sites the rooms were clean and everything was in working order the staff was also very friendly,1
81,gardiner lodge has undergone a refurbishment and the results are excellent we had the handicapped basement room even though we are not incapacitated in any way it was perfect and right near the breakfast room the staff are wonderful and everything was just perfect the only thing was small towels but i believe this is going to be rectified you can walk to everything with ease it was a great first stop in dublin,1
82,staff very pleasant we had a triple room clean basic we where at a music festival with a group of girls some stayed on the first floor some on the second the girls on the first floor had no sleep as the music was thumping into their room throughout the night from the beer garden nightclub bar you are supplied with earplugs in the drawer they got some discount the next day after complaining we paid each for breakfast but it was not worth it fine for but i would recommend for a family,0
83,loud music until am every night no accommodations made to help filter the noise light curtain on window no air conditioner no sound insulation whatsoever at one point in the night i wanted to stuff the single bed mattress covers and pillows against the window to block out the noise all they gave was ear plugs our adult children were traveling with us and enjoyed the club the first night however they had an early flight out the second night and did get any sleep even though their room was around the corner from the was a real issue as we were aware of the fact that we had to park several blocks away with a discounted staff is courteous and very friendly rooms are dated but adequate,0
84,clean and quiet when i was there though it was a week night welcoming staff allowed an early and were helpful recommending restaurants room spacious and comfortable would happily stay again,1
85,stayed here for just midweek evening thankfully we booked rooms and were given neighbouring rooms on the floor overlooking the check in my key card refused to work for my room i went back down for them to reactivate it and climbed back up the stairs this happened three times before i could get in to the room it looked pleasant enough upon entering but there was a lot of noise from the busy road out front so i went to shut the window only it was open that genuinely just the noise you have to put up with through the paper thin window hopefully you are not a light sleeper like i from there it all went down hill my bedside lamp did work the socket by the bed had something snapped inside there was something under the radiator which i hoped was just an old malteser that had been missed when the room was supposedly cleaned the bathroom was also very tired looking the soap tray under the shower was only just hanging on to the the plus side the bed was comfortable and linen and towels were clean the bar downstairs has a superb interior and great it a great location but at the end of the day i expect a good night sleep from any hotel the other mishaps only added to my annoyance from lack of sleep and given the price of these rooms i not even the slightest bit tempted to review at more,0
86,perfect location so close to the bars and restaurants and a short walk over the bridge to the shops the staff were very friendly and helpful which made for a nice warm welcome the rooms were fairly old with only available power point but overall very quiant clean and comfortable our room was facing the busy street at the front of the hotel so it was rather noisy through the night with traffic and passerbys but other than that we enjoyed our stay,1
87,great location quintessential dublin experience excellent attached bar walking distance all points of interest breakfast included and great parking expensive no parking on site use drury street lot,1
88,we had a table booked as part of a hen do we ordered of a set menu choice of starters mains and desserts once we had sat down it took a while for us to be acknowledged and the service was slow for the whole we only ever saw waiter would be a lot better if they had more staff they sat us in a dark corner was provided at the table however he asked us if we wanted to order drinks then before we answered ran off and did return for minutes so we had to go downstairs and order wine at the food was hit and miss the starters were all delicious however the burger i had was over cooked and served cold the music was extremely loud and difficult to talk as a group as could hear people across the table drinks were extremely were only toilets for the ladies not enough for a venue of this size so gave up queuing to go at one point must have been waiting minutes also one toilet had no toilet roll this is more of a bar than a restaurant even then drinks are very overpriced probably due to it also being a hotel mostly tourists visiting overall i would not recommend this hotel for a meal for a hen party,0
89,on arrival we were greeted by friendly staff at reception and booked into our first floor room within a couple of minutes with no hassle at all there was a small lift near the reception desk or you can take the stairs the groundfloor was homely and decorated in the edwardian style of the era of the hotel itself and had rooms off the reception area where you could sit in peace and quiet if you wished and admire the decor and stylish was a doorway leading from reception into the bar area which could also be accessed from another door in the street if you go in the bar off the street you see a plaque on the wall as you enter telling you that george bernard shaw once lived in the building that is now the harcourt hotel our room was very clean and and well presented big enough for two and with an ensuite that was well maintained and clean we were very pleased with it the bed looked very clean and comfortable and on closer inspection it was a good nights sleep was on the cards and it certainly did disappoint after a great day visiting the guinness store and walking around dublin it was a nice bolt hole to return to as you had the bar next door which served a good choice of hot or cold food and plenty of beers and cocktails were on display as you expect the odd guinness was taken,1
90,hotel was basic but everything you need if you just looking to explore dublin and do want to spend too much money on a place to sleep room was small but comfy and clean free breakfast was great wifi was rather spotty so do plan to do work or streaming there location was really convenient we had heard that it was a rough area but we were totally fine even late at night bar downstairs is very cute and fun,1
92,excellent location walk from the room was small and bathroom tiny but clean enough a little noisy at nights because of the traffic and pubs in the at reception was ok you just have to ask if you need anything because they wo ask you first esther in care of breakfast is lovely and wifi in the hotel apart from the lobby,1
94,stayed here june room was clean but the pub downstairs was fabulous great music and good old tradional irish food great vibe in the pub and just loved clapping along to the fantastic music definitely worth a stay,1
97,we really liked this hotel the bus stop to the airport is close by as are shops and pubs we had a nice quiet room on the first floor which was cleaned every day the breakfast is great en we enjoyed our stay very much,1
98,pluses perfect location close to everything including a bus station from where you can get a bus or taxi to the airport nice walk to the city centre minutes away the hotel and rooms are finished with enough good materials breakfast rather good big and comfortable room disadvantages small and uncomfortable bathroom strange numeration of rooms for ex next to food could be better some elements destroyed for ex wallpapers,1
