date,hotelLocation,hotelName,hotelStars,hotelUrl,review,score,title,url,userId
"July 15, 2017","C. Hospital 83, 08001 Barcelona, Spain"," Alba Hotel 3 ",3.0,https://www.tripadvisor.com/Hotel_Review-g187497-d596510-Reviews-Alba_Hotel_3-Barcelona_Catalonia.html,"This hotel promised a lot, however we had a few hiccups. The front desk ladies were lovely and extremely helpful, however the owner (?) is an elderly gentleman who got involved in a dispute we had. I was unable to pay with my travel credit card (loaded with Euros), as it came up on the payment screen with the option to pay in my jo currency. I said no as I didn't have any of my home currency on the card, just Euros, but they wouldn't accept it. I had to go down the road and get cash out (costing me fees) instead of using my card like I normally would (in every other place). It seems like the owner runs his business before the computer was invented, with piles of folders behind the desk with all the paperwork. I felt sorry for the girls working there! Another issue we had was that our room was in another part of the building, so we had to pass through two locked doors (with difficult locks) to get to our room. We also had no way of looking outside, as we had double windows (open one to reveal more frosted glass), which was very claustrophobic!! The room itself was fine, although the handheld shower was a pain.",1,More hassle than it was worth,https://www.tripadvisor.com/ShowUserReviews-g187497-d596510-r502197273-Alba_Hotel_3-Barcelona_Catalonia.html,Sara B
"July 17, 2017","C/ Jaume I, 11, 08002 Barcelona, Spain"," Hotel Rey Don Jaime I ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d239537-Reviews-Hotel_Rey_Don_Jaime_I-Barcelona_Catalonia.html,"I stayed here last week and can't fault anything about this hotel. It's incredibly basic and you get what you pay for. Me and my partner knew we only wanted a basic hotel as we'd be out exploring most of the day and night and didn't want to spend a lot of money on a hotel we would hardly be spending time in. As as said, very basic room but nothing I can fault at all. Beds were comfy, room was a reasonable size and always cleaned and tidied, large doors which opened onto a balcony. Only thing I would criticise is the size of the bathroom but then again, we got what we paid for. Shower was never one temperature but that was okay for me as it was so hot I couldn't decide if I wanted a cold or warm shower! If you want a good night's sleep then take ear plugs! The hotel is located on a busy street in the heart of the city and you can hear drinkers and people on nights out until the early hours of the morning. All in all this is a nice little hotel perfect for those who, like me and my partner, just want somewhere to put their head at night and have a shower.",3,Lovely little hotel in the heart of the city,https://www.tripadvisor.com/ShowUserReviews-g187497-d239537-r502746307-Hotel_Rey_Don_Jaime_I-Barcelona_Catalonia.html,Sophie H
"July 12, 2017","C/ Simon Oller, 1 Principal, 08001 Barcelona, Spain"," Pension Segre ",2.0,https://www.tripadvisor.com/Hotel_Review-g187497-d1020431-Reviews-Pension_Segre-Barcelona_Catalonia.html,hostel in itself was clean and tidy and the night manager was lovely.however what i can only imagine was the cleaner as he was the only one with keys decided to use my bank cards (which i stupidly left in the room) and do some online shopping!! the day manager refused to accept this was the case even though i had messages from my bank and told me no-one had been in the room- although the room was cleaned and the bed made!!! so they try and rob you but at least they clean your room!!! would not recommend as this ruined our whole stay!!!!,2,Room was robbed!!,https://www.tripadvisor.com/ShowUserReviews-g187497-d1020431-r501254462-Pension_Segre-Barcelona_Catalonia.html,lucy o
"July 11, 2017","Cardenal Casanas, 4, 08002 Barcelona, Spain"," Hostal Paris ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d238731-Reviews-Hostal_Paris-Barcelona_Catalonia.html,"We decided to go to Barcelona at the last moment. So it was almost imposible to find a room. The Hostal Paris solved the problem although they only had a room with a shared bathroom everyday the bathroom was clean. We never had a problem with a busy bathroom. The checkin was good and the employees were very helpful and attentive. The hostal is close to everything and public transportation is very accesible. Near food, shops, pharmacy, bus stop, metro station, important site seeing everything is close.",5,Spur of the moment booking!,https://www.tripadvisor.com/ShowUserReviews-g187497-d238731-r500784338-Hostal_Paris-Barcelona_Catalonia.html,irisdebbie
"August 2, 2017","C/ Campoamor 79, 08031 Barcelona, Spain"," Colors Hotel ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d249509-Reviews-Colors_Hotel-Barcelona_Catalonia.html,This is a one-star hotel and it is clean. The rooms need a little update but the bathrooms need a redo. There is no coffee/tea maker inside the room. Near to the Valldaura metro station and the bus stops just outside. The breakfast is included and it is enough to start the day. The staff is very friendly and helpful.,3,Nice enough,https://www.tripadvisor.com/ShowUserReviews-g187497-d249509-r507987334-Colors_Hotel-Barcelona_Catalonia.html,carlaroelh
"July 18, 2017","Marques de Barbara 22, 08001 Barcelona, Spain"," Hotel Barbara ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d282941-Reviews-Hotel_Barbara-Barcelona_Catalonia.html,"Good things: good location ner subway and la rambla, quite cheap hotel, bathroom quite fresh and they cleaned the room everyday. Friendly staff!Cons: our specific room had a not so modern design with old furnitures and had not been renovated for many years. Also, very noicy from the streets outside and the other hotel rooms (not soundproof at all), but this mainly bothered us during the weekend and not the weekdays. When you use the bathroom there is zero soundproof for the rest of the hotel room.You get what you pay for, and we think it worked quite well since we wanted something cheap and central.",2,Cheap hotel,https://www.tripadvisor.com/ShowUserReviews-g187497-d282941-r503310804-Hotel_Barbara-Barcelona_Catalonia.html,Erik L
"July 29, 2017","Marques de Barbara 22, 08001 Barcelona, Spain"," Hotel Barbara ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d282941-Reviews-Hotel_Barbara-Barcelona_Catalonia.html,"We slept five nights, it near the main touristic street La Rambla, good public transport, close to the beach. Its very clean, very very kind and friendly staff:) We have a wifi all time in the room. Only thing i don't understand is that room has balcony but you cant step on it because you only have big window but no door :D maybe its because the safety.",4,"Small, but nice and clean :) ",https://www.tripadvisor.com/ShowUserReviews-g187497-d282941-r506759302-Hotel_Barbara-Barcelona_Catalonia.html,Ivana S
"July 13, 2017","Cardenal Casanas, 4, 08002 Barcelona, Spain"," Hostal Paris ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d238731-Reviews-Hostal_Paris-Barcelona_Catalonia.html,"This was an answer provided by hostel after arriving to the spot with booking confirmation code and pin received from Booking.com Maybe it is not entirely hostel's fault that overbooking occurred - room was booked ~an hour before arrival (due to missed flight), but still - it happened around the midnight for super tired person. Or maybe it is a policy of the hostel?Anyway - not the experience I would wish for anyone.When traveling I wish to believe, that confirmation of booking means that I have a roof over my head, otherwise we're screwed...",1,"""Sorry, we are overbooked""",https://www.tripadvisor.com/ShowUserReviews-g187497-d238731-r501740021-Hostal_Paris-Barcelona_Catalonia.html,Auksia
"August 1, 2017","Marques de Barbara 22, 08001 Barcelona, Spain"," Hotel Barbara ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d282941-Reviews-Hotel_Barbara-Barcelona_Catalonia.html,"I searched in booking.com for a reasonable price hotel in Barcelona and one of those oprions was ""HOTEL"" Barbara!I booked it as a hotel but when i entered to my room i felt i decieved!!It was not a hotel but was just a hostel and a very dirty, noisy, smelly one!I never had a quite time there and the smell of cigrattes was in my room all the time.I never recomend it because if i wanted a hostel i could choose too many better options in the town...",1,It is a dirty noisy hostel not a hotel,https://www.tripadvisor.com/ShowUserReviews-g187497-d282941-r507873627-Hotel_Barbara-Barcelona_Catalonia.html,Houria N
"July 16, 2017","Marques de Barbara 22, 08001 Barcelona, Spain"," Hotel Barbara ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d282941-Reviews-Hotel_Barbara-Barcelona_Catalonia.html,"Clean, friendly, very central, wifi was great, our room was newly done, only one thing was our shower had a shower curtain, not a train smash. We already booked and paid for another 5star hotel otherwise we would've gone back there after our cruise. Since you are only going to sleep there, it is great value for money!",4,Great hotel for location,https://www.tripadvisor.com/ShowUserReviews-g187497-d282941-r502588821-Hotel_Barbara-Barcelona_Catalonia.html,Johann G
"August 5, 2017","Passatge Pages, 11, 08013 Barcelona, Spain"," Hostal Bia ",3.0,https://www.tripadvisor.com/Hotel_Review-g187497-d6981331-Reviews-Hostal_Bia-Barcelona_Catalonia.html,"The location is good but the services are very poor. The air conditioning was not functioning only in our room, the smell in the bathroom was awful. The receptionist told us we will have the AC repaired but it remained the same for 3 days. So they told us to just open the window...the cleaning service was very poor",2,Poor services,https://www.tripadvisor.com/ShowUserReviews-g187497-d6981331-r509096995-Hostal_Bia-Barcelona_Catalonia.html,Ana-Maria N
"July 4, 2017","Passatge Pages, 11, 08013 Barcelona, Spain"," Hostal Bia ",3.0,https://www.tripadvisor.com/Hotel_Review-g187497-d6981331-Reviews-Hostal_Bia-Barcelona_Catalonia.html,"I would like to leave a comment about your hotel. I have to say that I am really disappointed. We are the very first room in the hotel as soon as you come up the stairs for the reception. I can hear every single conversation in the reception and doors slamming all night long. It says in your website that we have Air Con and hair dryer. That's not true. The Air Con if you need to adjust it you have to go to the reception and they would change for you. During the night I was hot and then cold and I didn't want to go the the reception at 4 in the morning to change my AC, as you can imagine. The Hair dryer we have to go the the reception and get one that is shared with at least 5 or 6 other rooms. There are no windows at all. Nothing was saying in your website about the absence of windows. There is barely a door between the room and the toilet which is very uncomfortable. The shower is awful, the doors barely close, is very small and some of the functions are not working. The TV is literally so high (almost on the sealing) that if I am in bed I can not see anything. I can already tell you it's the first and the last time I will be staying in your hotel.",1,Avoid this place,https://www.tripadvisor.com/ShowUserReviews-g187497-d6981331-r498742792-Hostal_Bia-Barcelona_Catalonia.html,natanaeloliveira1
"July 9, 2017","Travesera de Gracia 380-384, 08025 Barcelona, Spain"," H.TOP BCN City ",2.0,https://www.tripadvisor.com/Hotel_Review-g187497-d266809-Reviews-H_TOP_BCN_City-Barcelona_Catalonia.html,Can here for a 4 day break before my husband undergoes surgery and wont be able to travel. Awful hotel. Dirty and dusty room. Hairs in the bathtub mould on the room wall and bathroom and worst part the AC in our room doesn't work!,1,Awful,https://www.tripadvisor.com/ShowUserReviews-g187497-d266809-r499851102-H_TOP_BCN_City-Barcelona_Catalonia.html,MNNCAN
"July 10, 2017","Travesera de Gracia 380-384, 08025 Barcelona, Spain"," H.TOP BCN City ",2.0,https://www.tripadvisor.com/Hotel_Review-g187497-d266809-Reviews-H_TOP_BCN_City-Barcelona_Catalonia.html,"Stayed here en route to Benecassium music festival and had a day to see the sights of Barcelona. The hotel was clean, very basic and with air conditioning. The location was excellent and a 5 minute walk from segrada familia. There was WiFi and a luggage storage facility. If you are just passing through then I'd recommend staying here. If you are staying longer then you may want a few more luxuries. The only downside to the hotel was that it was lacking in sound proofing and you could hear people outside and upstairs.",3,Basic Hotel,https://www.tripadvisor.com/ShowUserReviews-g187497-d266809-r500444468-H_TOP_BCN_City-Barcelona_Catalonia.html,Gemma C
"July 7, 2017","Travesera de Gracia 380-384, 08025 Barcelona, Spain"," H.TOP BCN City ",2.0,https://www.tripadvisor.com/Hotel_Review-g187497-d266809-Reviews-H_TOP_BCN_City-Barcelona_Catalonia.html,Very good hotel i would rate it 5 Stars if the wall wasnt so thin u can hear every single world happen next rooms and specially if you are in the ground floor in addition there is no refrigerator in rooms,4,Nice hotel,https://www.tripadvisor.com/ShowUserReviews-g187497-d266809-r499561095-H_TOP_BCN_City-Barcelona_Catalonia.html,Mohamed F
"July 22, 2017","Passatge Pere Rodriguez 20, 08028 Barcelona, Spain"," Hotel L'Alguer Camp Nou ",2.0,https://www.tripadvisor.com/Hotel_Review-g187497-d232785-Reviews-Hotel_L_Alguer_Camp_Nou-Barcelona_Catalonia.html,"Good location with easy access to metro. All staff were very friendly and helpful from start to finish.However there was only 1 flat pillow per bed. We stayed four nights and old towels and rubbish wasn't taken out or toilet roll renewed for the whole time we stayed. I had to go downstairs to reception twice to ask the receptionist to get us towels and toilet roll-two very basic things in my opinion.She seemed annoyed when I went down the first day that it hadn't been done by accommodation staff yet it happened again the following day again. Nice,clean,basic rooms. Great power in the shower.Building work nearby acted as alarm clocks at 7 o'clock most mornings and people coming in an out of other rooms on the corridor could be heard.",1,Okay for the price you pay ,https://www.tripadvisor.com/ShowUserReviews-g187497-d232785-r504387061-Hotel_L_Alguer_Camp_Nou-Barcelona_Catalonia.html,Sinead C
"July 7, 2017","Jaime I , 6, 08002 Barcelona, Spain"," Gran Hotel Barcino ",4.0,https://www.tripadvisor.com/Hotel_Review-g187497-d234569-Reviews-Gran_Hotel_Barcino-Barcelona_Catalonia.html,"Awesome location right in the center of barri gotic and close to the metro station jaume I. Rooms are basic and windows not that well isolated, we were still easily able to sleep in our room on the 4th floor.",3,Good location,https://www.tripadvisor.com/ShowUserReviews-g187497-d234569-r499449017-Gran_Hotel_Barcino-Barcelona_Catalonia.html,Jackie J
"July 2, 2017","Jaime I , 6, 08002 Barcelona, Spain"," Gran Hotel Barcino ",4.0,https://www.tripadvisor.com/Hotel_Review-g187497-d234569-Reviews-Gran_Hotel_Barcino-Barcelona_Catalonia.html,"A clean compact room no luxuries but great bathroom.Room six floor quiet no view couldn't open window but air conditionedBreakfast dire lots of choice but unfortunately none that we would like to eat. It was the staff that was the biggest issue, half were helpful and the other half particularly those at breakfast were downright unpleasant and rude.A good location .",3,A tale of two halves,https://www.tripadvisor.com/ShowUserReviews-g187497-d234569-r498101096-Gran_Hotel_Barcino-Barcelona_Catalonia.html,Jackie J
"July 11, 2017","Jaime I , 6, 08002 Barcelona, Spain"," Gran Hotel Barcino ",4.0,https://www.tripadvisor.com/Hotel_Review-g187497-d234569-Reviews-Gran_Hotel_Barcino-Barcelona_Catalonia.html,"We visited the Gran Hotel Barcino early July 2017 for three nights. The location is fantastic, right in the middle of the Gothic quarter. We had a room on the second floor, it was simple and clean and had floor to ceiling windows that opened to a small balcony - gorgeous! We did not pay for breakfast as there are so many local cafe's. The staff were really friendly and the safe only costs 2 euros a night to hire. Other reviews mention the noise, yes it is noisy at night, especially Friday and Saturday night, but after a few Estrella's and Mojito's I was flat out so it wasn't an issue! I would recommend this hotel to anyone and will definitely be going back.",4,Absolutely fantastic location but don't bother if you like it quiet!,https://www.tripadvisor.com/ShowUserReviews-g187497-d234569-r500816334-Gran_Hotel_Barcino-Barcelona_Catalonia.html,Jeanmarie1971
"July 20, 2017","Jaime I , 6, 08002 Barcelona, Spain"," Gran Hotel Barcino ",4.0,https://www.tripadvisor.com/Hotel_Review-g187497-d234569-Reviews-Gran_Hotel_Barcino-Barcelona_Catalonia.html,"Visited for 4 nights as a group of 3 females in mid July. The location of this hotel is absolutely excellent & cannot be faulted; right in the heart of the Gothic Quarter with numerous cafés, bars, restaurants and shops all within a stones throw. Within walking distance of Las Ramblas, the beach and we also walked to the Sagrada Familia. (The latter took about 40 minutes but was a pleasant walk through Barcelona.)The room was basic with 3 single beds but was clean, spacious, had a large bathroom and a small balcony. The safe is €2 a night and is payable on departure.The staff on reception were extremely helpful when we struggled to check in for our flight online. (Also a taxi to the airport from here is approx €35 and takes 15 minutes) There is one downside to this hotel and that's the noise. If you sleep well like us then this will not be a problem but if not then remember your earplugs!All in all a basic, clean hotel in an excellent location with fab reception staff. Would highly recommend",4,"Location, Location, Location! ",https://www.tripadvisor.com/ShowUserReviews-g187497-d234569-r503821093-Gran_Hotel_Barcino-Barcelona_Catalonia.html,I_Heart_Travel_x
"July 31, 2017","Avenida de Roma 23, 08029 Barcelona, Spain"," Hotel Abbot ",4.0,https://www.tripadvisor.com/Hotel_Review-g187497-d229871-Reviews-Hotel_Abbot-Barcelona_Catalonia.html,"Booked through Hotwire - big mistake this time since hotel's web had better price and included breakfast. We got a nice room almost on top floor. Not very big, but nice and clean. Buffet breakfast was good with a perfect choice for us to. Staff in the reception very helpful with all kind of information. It's not situated that close to 'Las Ramblas' but we like to walk and ""feel"" a city, so it was ok.",4,Close to train station and nice hotel,https://www.tripadvisor.com/ShowUserReviews-g187497-d229871-r507375979-Hotel_Abbot-Barcelona_Catalonia.html,Ann-Marie L
"July 3, 2017","Pelai 62, 08001 Barcelona, Spain"," Hotel Medium Monegal ",2.0,https://www.tripadvisor.com/Hotel_Review-g187497-d284018-Reviews-Hotel_Medium_Monegal-Barcelona_Catalonia.html,"I stayed for 2 nights in this hotel. Great location on the corner of La Rambla. Many restaurants and shops. In front of metro station, and 2 min walking to Aerobus.The room is old and dusty. the AC is too noisy. the bed is hard and not comfort at all, and the staff is not friendly.",2,old and dusty hotel in a great location,https://www.tripadvisor.com/ShowUserReviews-g187497-d284018-r498168386-Hotel_Medium_Monegal-Barcelona_Catalonia.html,Ninies S
"July 19, 2017","Pelai 62, 08001 Barcelona, Spain"," Hotel Medium Monegal ",2.0,https://www.tripadvisor.com/Hotel_Review-g187497-d284018-Reviews-Hotel_Medium_Monegal-Barcelona_Catalonia.html,"I am delighted i booked the Monegal. It is right on the Plaza Catalyuna only steps away from the Ramblas. This is the area you want to be in. The hotel is basic, no frills, small rooms butperfect ofr me for a 4 day stay. It is clean and quiet at a good price. There is a very generous breakfast offered as well. I would certainly stay here again as I hope to visit this glorious city again.",5,Location! Location!,https://www.tripadvisor.com/ShowUserReviews-g187497-d284018-r503681495-Hotel_Medium_Monegal-Barcelona_Catalonia.html,Hugh B
"July 11, 2017","Ronda de Sant Pere 24, 08010 Barcelona, Spain"," Hotel Urquinaona ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d208594-Reviews-Hotel_Urquinaona-Barcelona_Catalonia.html,"Since years I was staying in your hotel. After opening it was really good value for money in a perfect location and really im the centre. Location is still great, but despite of that everything else worsen. Neither the rooms or the Hotel has undergone any renovation or replacement. The walls are dirty and full of spots (in the Restaurant as well), need some new paint. The furniture is partly broken and need some paint or replacement as well. The included breakfast is a great idea and used to be really nice,but now, the area for breakfast is dirty, nothing is refilled, flies everywhere, the handle of the breadcontainer is broken etc. Why did you stop it, that the guest select one pastry or sandwich from the bar? Why did you stop that the guest orders his coffee from the bar and serve now bad filter coffee in a thermos? During our 4 days stay the bed linen got changed only once, probably, because we asked. The floor in the room and bathroom was not cleaned at all in those 4 days! The staff working at reception was not really helpful, Neither interested to make our stay and time in Barcelona to a good experience. Also I booked a double room and we got a mini tiny room. On the evacuation plan this room was asssinged as a single room but reception said it is a double room and showed again no effort to give any alternatives. I am really disappointed, that after so many years and stays your hotel is now like that.Maybe a change in the management? Probably this will be my last stay in your Hotel ever and i will stop to recommend it, like i did for years now.",2,Disappointed - After many years and stays ,https://www.tripadvisor.com/ShowUserReviews-g187497-d208594-r500976615-Hotel_Urquinaona-Barcelona_Catalonia.html,Marlies M
"July 31, 2017","Ronda de Sant Pere 24, 08010 Barcelona, Spain"," Hotel Urquinaona ",1.0,https://www.tripadvisor.com/Hotel_Review-g187497-d208594-Reviews-Hotel_Urquinaona-Barcelona_Catalonia.html,"We spent 1 night out of 6 intended on this hotel, because it was so noisy and very dirty. The ceiling in the batroom was moldy, the bed mattress smelled of vomit, and the drinking glasses were not washed at all from the previous guests. After one night we cancelled the rest of our stay and moved to a different hotel. Disgusting place.",1,Terribly dirty and noisy hotel,https://www.tripadvisor.com/ShowUserReviews-g187497-d208594-r507312277-Hotel_Urquinaona-Barcelona_Catalonia.html,Anine A
